index,decision_date,return_date,hard_regime,asset_simple_return,memory_net_return,memory_exposure,memory_turnover,memory_action,memory_beta,memory_valid,memory_cited_memory_count,memory_retrieved_memory_count,memory_memory_total_before,memory_shadow_net_return,memory_pretrade_exposure,memory_shadow_pretrade_exposure,memory_desired_exposure,memory_shadow_exposure,memory_confidence,memory_error,memory_request_sha256,memory_latency_seconds,no_memory_net_return,no_memory_exposure,no_memory_turnover,no_memory_action,no_memory_beta,no_memory_valid,no_memory_cited_memory_count,no_memory_retrieved_memory_count,no_memory_memory_total_before,no_memory_shadow_net_return,no_memory_pretrade_exposure,no_memory_shadow_pretrade_exposure,no_memory_desired_exposure,no_memory_shadow_exposure,no_memory_confidence,no_memory_error,no_memory_request_sha256,no_memory_latency_seconds
10,2021-01-11,2021-01-12,bull,-0.041306200994252397,-0.02067068481869816,0.5,0.01795515111240692,BTC,0.050000000000000003,True,2,5,10,-0.028949578894313266,0.48204484888759308,0.73628742531508706,0.52500000000000002,0.70000000000000007,0.99999999999999956,,89da5d0488778f8dcfecf552de67a1e71c80ae5605d4e172874762c60a0ad333,7.4265971165150404,-0.02067068481869816,0.5,0.01795515111240692,BTC,0.050000000000000003,True,0,0,10,-0.028949578894313266,0.48204484888759308,0.73628742531508706,0.52500000000000002,0.70000000000000007,0.94999999999999996,,c18b2a24d9d9efd055a5d82ce630e10623003b51cc10f8aa6ea514efe6c185e1,5.5051823537796736
11,2021-01-12,2021-01-13,bull,0.097021079290176795,0.048499483811063504,0.5,0.010544323215609275,BTC,0.050000000000000003,True,0,5,11,0.067905216267080126,0.48945567678439073,0.6910674180741071,0.52500000000000002,0.70000000000000007,0.99999999999999922,,0bbbc8b2e35de33a9198acb6f1175f2742d6cd82717f1030b52fb1de73fd764b,6.362690007314086,0.048499483811063504,0.5,0.010544323215609275,BTC,0.050000000000000003,True,0,0,11,0.067905216267080126,0.48945567678439073,0.6910674180741071,0.52500000000000002,0.70000000000000007,0.99999999999999922,,2c8dc62a7360a8112d1ad2281f0b8b49118aed8f1e380b541cc8b8ecf62ae27a,6.0570560898631811
12,2021-01-13,2021-01-14,bull,0.047977379608476797,0.023965001800134056,0.5,0.023133072015427136,BTC,0.050000000000000003,True,0,5,12,0.033564446282351001,0.52313307201542714,0.71907870131576035,0.52500000000000002,0.70000000000000007,0.99999999999968681,,0ab0c6c86f0c9f93fbd709b8caf82b47f34138f39c7293135e3ddad0ba327629,6.3197401147335768,0.023965001800134056,0.5,0.023133072015427136,BTC,0.050000000000000003,True,0,0,12,0.033564446282351001,0.52313307201542714,0.71907870131576035,0.52500000000000002,0.70000000000000007,0.99999999999968681,,ea923698ba28090d3e71cfbe54c2764621929fff4eb698ab7794f6a0943bec24,5.9987946283072233
13,2021-01-14,2021-01-15,bull,-0.059473091737990501,-0.029747910911041675,0.5,0.011713356818826126,BTC,0.050000000000000003,True,0,5,13,-0.04164050627664273,0.51171335681882613,0.70974787545308804,0.52500000000000002,0.70000000000000007,0.99999999999999156,,b0309004f9755fcc4c6174c89ef44d10cbee1a6a4913b58b731d1c9f0d40fdc0,6.4016200974583626,-0.029747910911041675,0.5,0.011713356818826126,BTC,0.050000000000000003,True,0,0,13,-0.04164050627664273,0.51171335681882613,0.70974787545308804,0.52500000000000002,0.70000000000000007,0.99999999999999156,,d03d2ee38113d4ab42be05f2ddf54b6d779d59340febf87ce51c724481476360,5.9986176583915949
14,2021-01-15,2021-01-16,bull,-0.022425893860358599,-0.011228099057899343,0.5,0.015323954407634677,BTC,0.050000000000000003,True,2,5,14,-0.015710953007805339,0.48467604559236532,0.68696811832913085,0.52500000000000002,0.70000000000000007,0.99999999999999956,,e15039befa45e35bc53eef30c9ddff012d199ea04e56621b61f559c4d70ef32b,7.4242285266518593,-0.011228099057899343,0.5,0.015323954407634677,BTC,0.050000000000000003,True,0,0,14,-0.015710953007805339,0.48467604559236532,0.68696811832913085,0.52500000000000002,0.70000000000000007,0.99999999999999956,,654a12799bb41563b25609293351df6174c5697064275357e639ece5a642b83c,6.0117246713489294
15,2021-01-16,2021-01-17,bull,-0.0049945168589236996,-0.0025029143213292082,0.5,0.0056700514511022759,BTC,0.050000000000000003,True,0,5,15,-0.0035009296198162954,0.49432994854889772,0.69521545388295114,0.52500000000000002,0.70000000000000007,0.99999999999992994,,93edf3142a9c3f04fddc37bea9d982e3ff9b916112bb6f0795edf4b964e1f621,6.2272464074194431,-0.0025029143213292082,0.5,0.0056700514511022759,BTC,0.050000000000000003,True,0,0,15,-0.0035009296198162954,0.49432994854889772,0.69521545388295114,0.52500000000000002,0.70000000000000007,0.99999999999992994,,95fab52e691297f17c928992176d2c862b3d4c90d82a8dffb2100c4450cf3da5,5.8952756002545357
16,2021-01-17,2021-01-18,bull,0.021585062333284898,0.010791265901864744,0.5,0.001251755170883051,BTC,0.050000000000000003,True,0,5,16,0.015108475201726757,0.49874824482911695,0.69894747165021487,0.52500000000000002,0.70000000000000007,0.99999999999232003,,6ad2409978254d2c6ef84471b34d44f2a2d758dd551146643b627fe80bce0f29,6.9703708030283451,0.010791265901864744,0.5,0.001251755170883051,BTC,0.050000000000000003,True,0,0,16,0.015108475201726757,0.49874824482911695,0.69894747165021487,0.52500000000000002,0.70000000000000007,0.99999999999232003,,313a55c0dfcad4e91cb0ac6f2fcc465edb9418a4a3ba5862b393ad5219244a0d,5.9352472703903913
17,2021-01-18,2021-01-19,bull,-0.0166688516709819,-0.0083397199889824192,0.5,0.0053386480577700679,BTC,0.050000000000000003,True,0,5,17,-0.011672609459644323,0.50533864805777007,0.70446539303902678,0.52500000000000002,0.70000000000000007,0.99999999996670963,,4676a2caf2cf5abe78f10e873331ca08dbeffa31eaa315c88ac2c14537e70d5d,6.4213416259735823,-0.0083397199889824192,0.5,0.0053386480577700679,BTC,0.050000000000000003,True,0,0,17,-0.011672609459644323,0.50533864805777007,0.70446539303902678,0.52500000000000002,0.70000000000000007,0.99999999996670963,,9be805bf302dcd87e0c9246cd1038948621ad2f7e905e75ef4d15b4f1440834f,5.819513563066721
18,2021-01-19,2021-01-20,bull,-0.0146265995239271,-0.0073174712658942154,0.5,0.0042022361432244026,BTC,0.050000000000000003,True,0,5,18,-0.010242125188852702,0.4957977638567756,0.69645821490582416,0.52500000000000002,0.70000000000000007,0.99999999995576683,,6d7e71fd910de1a1a19789330c3117ad548e2f27b4c35a1d29402bc5b8466993,6.3693692423403263,-0.0073174712658942154,0.5,0.0042022361432244026,BTC,0.050000000000000003,True,0,0,18,-0.010242125188852702,0.4957977638567756,0.69645821490582416,0.52500000000000002,0.70000000000000007,0.99999999995576683,,913698f16a2ccbd9c8fc1c977ff0892f519239cfe52a0f0ecfc58a840eb17734,6.0593196526169777
19,2021-01-20,2021-01-21,bull,-0.13062805309460129,-0.065317469546338325,0.5,0.0036835890720656739,BTC,0.050000000000000003,True,0,5,19,-0.091442456756129387,0.49631641092793433,0.69689663997701101,0.52500000000000002,0.70000000000000007,0.99999999945296725,,777a4f0abbf379a7cc24c96188ee5e2615a51d50f7dad5659c710c642bd4b1c8,6.3978865556418896,-0.065317469546338325,0.5,0.0036835890720656739,BTC,0.050000000000000003,True,0,0,19,-0.091442456756129387,0.49631641092793433,0.69689663997701101,0.52500000000000002,0.70000000000000007,0.99999999945296725,,ec1452e765dfa04770781a578aa4f2febce672af9ea60eb374206e157f25d331,6.0294104740023613
20,2021-01-21,2021-01-22,bull,0.0699822645020928,0.031476483746766704,0.45000000000000001,0.015060978551955373,ABSTAIN,0.050000000000000003,True,0,5,20,0.031265289551043463,0.46506097855195538,0.66980729924833304,0.5,0.45000000000000001,0.5,,3162be9be52f87c479cd02207b065cfe30cc6cc0d8e05cb26388d7fe25bd32d9,6.2832194641232491,0.031476483746766704,0.45000000000000001,0.015060978551955373,BTC,0.050000000000000003,True,0,0,20,0.031265289551043463,0.46506097855195538,0.66980729924833304,0.52500000000000002,0.45000000000000001,0.99999999959248043,,50b799269358518643432cdfedd2a245a502165bb88ee888d406eecd7836b658,5.3427452128380537
21,2021-01-22,2021-01-23,bull,-0.027623823881456299,-0.012447303815139477,0.45000000000000001,0.016791802694338054,ABSTAIN,0.050000000000000003,True,0,5,21,-0.012447303815139477,0.46679180269433806,0.46679180269433806,0.5,0.45000000000000001,0.5,,7defc91c05b86d9fab6f95220ec37749e964b4b77ae4e5ced8624b0de93d8315,6.3656433969736099,-0.012447303815139477,0.45000000000000001,0.016791802694338054,BTC,0.050000000000000003,True,0,0,21,-0.012447303815139477,0.46679180269433806,0.46679180269433806,0.52500000000000002,0.45000000000000001,0.99998800005799804,,adafa78a5e2fdcf9b9a0483c392494d8d0cb280ef846b3726568e709b55b5d7c,5.6946753039956093
22,2021-01-23,2021-01-24,bull,0.0047493058347277996,0.0021302498762614253,0.45000000000000001,0.006922953715034097,ABSTAIN,0.050000000000000003,True,0,5,22,0.0021302498762614253,0.44307704628496591,0.44307704628496591,0.5,0.45000000000000001,0.5,,328aef52b42242753b1b80102cdab0b69da3b3fe04aa4681c18b19a12b08afcd,6.3313564825803041,0.0021302498762614253,0.45000000000000001,0.006922953715034097,BTC,0.050000000000000003,True,0,0,22,0.0021302498762614253,0.44307704628496591,0.44307704628496591,0.52500000000000002,0.45000000000000001,0.99998923125743244,,6f28d3e9a84d8e8cd837eed9e587cd8870bcb9b74128e24f103b5d9c3df93983,6.0431256759911776
23,2021-01-24,2021-01-25,bull,0.00034117730984779999,0.0001523566629617612,0.45000000000000001,0.0011729463875900792,BTC,0.050000000000000003,True,1,5,23,0.0001523566629617612,0.45117294638759009,0.45117294638759009,0.52500000000000002,0.45000000000000001,0.99994054763358442,,61bc4d5ac334e522c1360ffe9ab9b19399c02d9979db91a67eb6e1b2a9a9ee17,7.581622576341033,0.0001523566629617612,0.45000000000000001,0.0011729463875900792,BTC,0.050000000000000003,True,0,0,23,0.0001523566629617612,0.45117294638759009,0.45117294638759009,0.52500000000000002,0.45000000000000001,0.99994054763358442,,4088250e18fbcae6d6a3bb7d24348cf2e5ca3df0cec777cdd486ce11d49d1eae,6.0627217758446932
24,2021-01-25,2021-01-26,bull,0.0077451840643922003,0.0034852481062934704,0.45000000000000001,8.442842190947708e-05,BTC,0.050000000000000003,True,0,5,24,0.0034852481062934704,0.45008442842190949,0.45008442842190949,0.52500000000000002,0.45000000000000001,0.99975597394498839,,bc422cf2cd9a61fd25b041d75754019d0ef8ea4ad0b30174e724511e771ba14f,6.5078862886875868,0.0034852481062934704,0.45000000000000001,8.442842190947708e-05,BTC,0.050000000000000003,True,0,0,24,0.0034852481062934704,0.45008442842190949,0.45008442842190949,0.52500000000000002,0.45000000000000001,0.99975597394498839,,c32c61694d71756269909a9b2ebd965e712e3ff6a5d0c6873ab21f6b08e7b89b,5.3649181611835957
25,2021-01-26,2021-01-27,bull,-0.064552751976026099,-0.029050593173241213,0.45000000000000001,0.0019102751113789784,BTC,0.050000000000000003,True,0,5,25,-0.029050593173241213,0.45191027511137899,0.45191027511137899,0.52500000000000002,0.45000000000000001,0.99955673288273195,,b5c8a09985b7fcbca0e428747b2f249e30e3e01e7bb221dc90b66374338eb2b5,6.3926764968782663,-0.029050593173241213,0.45000000000000001,0.0019102751113789784,BTC,0.050000000000000003,True,0,0,25,-0.029050593173241213,0.45191027511137899,0.45191027511137899,0.52500000000000002,0.45000000000000001,0.99955673288273195,,8cb53f1d26429cb42a5d5de22673bf1ef4032dc0c9dd8aa65c13213d07009443,5.7036927212029696
26,2021-01-27,2021-01-28,bull,0.097710827522694499,0.043952694072665333,0.45000000000000001,0.016454797213571015,ABSTAIN,0.050000000000000003,True,0,5,26,0.043952694072665333,0.433545202786429,0.433545202786429,0.5,0.45000000000000001,0.5,,cdd7e324dd3f608ab65782d875f988c0677211bbfda0cc22b902f09565eaf211,6.294293001294136,0.043952694072665333,0.45000000000000001,0.016454797213571015,BTC,0.050000000000000003,True,0,0,26,0.043952694072665333,0.433545202786429,0.433545202786429,0.52500000000000002,0.45000000000000001,0.99985830794348396,,315edd66f252d1df00d2dd959ab77ec6c85d191c1a659a1f1eff6e2bba38aedb,5.2188441585749388
27,2021-01-28,2021-01-29,bull,0.027775447343504501,0.012475496894664317,0.45000000000000001,0.02316487328950767,ABSTAIN,0.050000000000000003,True,0,5,27,0.012475496894664317,0.47316487328950768,0.47316487328950768,0.5,0.45000000000000001,0.5,,7dbc49c65bf901c3c08ff5e5b83caf5f373e95551c706510a817a5f7d08c6ac1,6.3104611672461033,0.012475496894664317,0.45000000000000001,0.02316487328950767,BTC,0.050000000000000003,True,0,0,27,0.012475496894664317,0.47316487328950768,0.47316487328950768,0.52500000000000002,0.45000000000000001,0.99221638081704444,,d655ecbf3ec5da94179618538ac633d1298cef7ea89e510ec60357486e821fb6,5.1713861804455519
28,2021-01-29,2021-01-30,bull,-0.00054516089534670004,-0.00025211029810190411,0.45000000000000001,0.006789560827356822,ABSTAIN,0.050000000000000003,True,0,5,28,-0.00025211029810190411,0.45678956082735683,0.45678956082735683,0.5,0.45000000000000001,0.5,,8d04cb216fa5393d661c71f29330c8fba5981aaa3426062ea1523aa6bae730f0,6.3587116673588753,-0.00025211029810190411,0.45000000000000001,0.006789560827356822,BTC,0.050000000000000003,True,0,0,28,-0.00025211029810190411,0.45678956082735683,0.45678956082735683,0.52500000000000002,0.45000000000000001,0.99217690364015221,,208aae4b11b01b7cb4ca868bd7c5f4ead13feb7a29264d54ee9c64f57e447ec9,5.3924127239733934
29,2021-01-30,2021-01-31,bull,-0.034273446683642898,-0.015423183886568048,0.45000000000000001,0.00013496043041544281,ABSTAIN,0.050000000000000003,True,0,5,29,-0.015423183886568048,0.44986503956958457,0.44986503956958457,0.5,0.45000000000000001,0.5,,5abf41e64528a8245cf9161c3b13ae60e03cfa941b4dd174e1528f11d5b03b61,6.3530489820986986,-0.015423183886568048,0.45000000000000001,0.00013496043041544281,BTC,0.050000000000000003,True,0,0,29,-0.015423183886568048,0.44986503956958457,0.44986503956958457,0.52500000000000002,0.45000000000000001,0.99855326090885677,,dec39b40a7f1319ca64506f8870588d026e1d44e0ff95f4b1180b0cc26207491,5.815189067274332
30,2021-01-31,2021-02-01,bull,0.0123111866884537,0.0055313707231126052,0.45000000000000001,0.0086155562171986722,ABSTAIN,0.050000000000000003,True,0,5,30,0.0055313707231126052,0.44138444378280134,0.44138444378280134,0.48633642524161858,0.45000000000000001,0.5,,cc1d21a551935de1bfd459b0fb5b5cd17146554691313be47d60c1f5dec9ec91,6.4061003606766462,0.0055313707231126052,0.45000000000000001,0.0086155562171986722,BTC,0.050000000000000003,True,0,0,30,0.0055313707231126052,0.44138444378280134,0.44138444378280134,0.51201960397953761,0.45000000000000001,0.99771531527533242,,c02eba8353c18eb2b3cf297b27f1c75133f29fe4d70c68b98b901895b78a7d50,5.5306155513972044
31,2021-02-01,2021-02-02,bull,0.0587635048648842,0.026440466827925446,0.45000000000000001,0.0030302311219193023,ABSTAIN,0.025000000000000001,True,0,5,31,0.026440466827925446,0.45303023112191931,0.45303023112191931,0.48644089884165842,0.45000000000000001,0.5,,69541b0e2f0a46e406c1dbe3ac2bc1cbb81f5b2cc84ce5be9cb83994ffe717f5,6.4147911369800568,0.026440466827925446,0.45000000000000001,0.0030302311219193023,BTC,0.025000000000000001,True,0,0,31,0.026440466827925446,0.45303023112191931,0.45303023112191931,0.49927987637061699,0.45000000000000001,0.99008664469351115,,1c571881d3bf1745f844a3d02f0735c3c2ce6d4be9d5fb235f59df57c4ef3885,5.3855489697307348
32,2021-02-02,2021-02-03,bull,0.060915536618083098,0.027397433788949321,0.45000000000000001,0.014169280978781007,ABSTAIN,0.025000000000000001,True,0,5,32,0.027397433788949321,0.46416928097878102,0.46416928097878102,0.48712226896651167,0.45000000000000001,0.5,,3949481267320f4cf2450cae1dfa35bfcc190157d64db65d4dddc7a4d920bf75,6.2926722075790167,0.027397433788949321,0.45000000000000001,0.014169280978781007,BTC,0.025000000000000001,True,0,0,32,0.027397433788949321,0.46416928097878102,0.46416928097878102,0.49994421224234892,0.45000000000000001,0.94033294399962164,,03101f5cac62e736a904d95bf4720976f376546ab8178eb26eb9553dafba3043,5.4515819773077965
33,2021-02-03,2021-02-04,bull,-0.017656215136479098,-0.0079598545617751704,0.45000000000000001,0.014674342365115722,ABSTAIN,0.025000000000000001,True,0,5,33,-0.0079598545617751704,0.46467434236511573,0.46467434236511573,0.48651765631131239,0.45000000000000001,0.5,,c2ca4334d72cbc261db2f64c75766b21eb5f779558c0e8a61049a66156a9cade,6.2905250191688538,-0.0079598545617751704,0.45000000000000001,0.014674342365115722,BTC,0.025000000000000001,True,0,0,33,-0.0079598545617751704,0.46467434236511573,0.46467434236511573,0.49935471490352956,0.45000000000000001,0.98448180815624364,,2aec63a43fb7cd3e8a2a9d3251431af4a5aeb96bb89b78054b86e402d6285cf1,5.3558641690760851
34,2021-02-04,2021-02-05,bull,0.035571262854191502,0.016002592863089804,0.45000000000000001,0.0044049115761793378,ABSTAIN,0.025000000000000001,True,0,5,34,0.016002592863089804,0.44559508842382067,0.44559508842382067,0.4863550061281855,0.45000000000000001,0.5,,324aaa988573a1d851333588ef024485e053ee8c44d93005c3d70b02300fb066,6.3110152911394835,0.016002592863089804,0.45000000000000001,0.0044049115761793378,BTC,0.025000000000000001,True,0,0,34,0.016002592863089804,0.44559508842382067,0.44559508842382067,0.49919613097498089,0.45000000000000001,0.9963585374608076,,cf642ea446122362fcb79ba6ce66cbfc2b503dc438a701fb255c184e87829857,5.5157976374030113
35,2021-02-05,2021-02-06,bull,0.0250407336229947,0.011259567304826357,0.45000000000000001,0.008665183374440999,BTC,0.025000000000000001,True,0,5,35,0.011259567304826357,0.45866518337444101,0.45866518337444101,0.49921722950379899,0.45000000000000001,0.80000000000000004,,4a84aedbbf4087ecff0e3dec8422829075c65131333ef60537e8072553d440ee,5.903152771294117,0.011259567304826357,0.45000000000000001,0.008665183374440999,BTC,0.025000000000000001,True,0,0,35,0.011259567304826357,0.45866518337444101,0.45866518337444101,0.49921722950379899,0.45000000000000001,0.9947784182281072,,7da86ea654fd0a35861387b3290892895adef2abc6f7846c143f47682160b2a2,5.3676000107079744
36,2021-02-06,2021-02-07,bull,-0.010283621098108301,-0.0046337296569607389,0.45000000000000001,0.0061285233474011602,ABSTAIN,0.025000000000000001,True,0,5,36,-0.0046337296569607389,0.45612852334740117,0.45612852334740117,0.48634586504685018,0.45000000000000001,0.5,,e5fcd6255f98b4c1e9510b9d3e2753227dc88d03f34f2c89aacbd57af57758c6,6.3736746516078711,-0.0046337296569607389,0.45000000000000001,0.0061285233474011602,ABSTAIN,0.025000000000000001,True,0,0,36,-0.0046337296569607389,0.45612852334740117,0.45612852334740117,0.48634586504685018,0.45000000000000001,0.5,,93c659e91ae9a4646578c1a035917198861077787fa97e75a9fee4106561daa0,5.3198259845376015
37,2021-02-07,2021-02-08,bull,0.19413737455891319,0.087359038135583988,0.45000000000000001,0.0025570292055508426,ABSTAIN,0.025000000000000001,True,0,5,37,0.087359038135583988,0.44744297079444917,0.44744297079444917,0.48632074022366673,0.45000000000000001,0.5,,8ca011c18ad81a9eb4afaefda1fc79a145136e8a29239a0afe7a61db3a5f1087,6.360657412558794,0.087359038135583988,0.45000000000000001,0.0025570292055508426,ABSTAIN,0.025000000000000001,True,0,0,37,0.087359038135583988,0.44744297079444917,0.44744297079444917,0.48632074022366673,0.45000000000000001,0.5,,2950a9db36e4d82ccd559e633b98f723a5919e98a1358f49f21ed40817b94e7e,5.2262000869959593
38,2021-02-08,2021-02-09,bull,0.0024334151656295001,0.0010507998329383206,0.45000000000000001,0.044188603446953578,BTC,0.025000000000000001,True,1,5,38,0.0010507998329383206,0.49418860344695359,0.49418860344695359,0.49919188922043994,0.45000000000000001,0.80000000000000004,,f0932d02cea7b45b64b384babdc0f6e18c97f80873c81839e0079828523e184a,6.4116568192839622,0.0010507998329383206,0.45000000000000001,0.044188603446953578,BTC,0.025000000000000001,True,0,0,38,0.0010507998329383206,0.49418860344695359,0.49418860344695359,0.49919188922043994,0.45000000000000001,0.99667621259295835,,02128928b451f8f03fcfd7bd0214d0e91106406fa783e280b1b4b9c1e9025a1f,5.4015179798007011
