model,comparison,repeat_a,repeat_b,scope,regime,eligible_states,omitted_invalid_or_missing_pairs,valid_pairs,advice_disagreements,desired_disagreements,execution_disagreements,advice_disagreement_rate,execution_disagreement_rate,conditional_transmission_rate,desired_merges,projection_merges,abstention_difference_pp,exposure_difference_pp
llama3.3:70b,within_exposed,1,3,all_responses_valid_states,bear,380,0,380,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,1,3,all_responses_valid_states,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,1,3,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,available_valid_pairs,all,1244,0,1244,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,available_valid_pairs,bear,380,0,380,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,available_valid_pairs,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,all_responses_valid_states,all,1244,0,1244,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,all_responses_valid_states,bear,380,0,380,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,all_responses_valid_states,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_exposed,2,3,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,2,available_valid_pairs,all,1244,0,1244,1,1,0,0.0008038585209003215,0.0,0.0,0,1,0.08038585209003216,0.0
llama3.3:70b,within_hidden,1,2,available_valid_pairs,bear,380,0,380,1,1,0,0.002631578947368421,0.0,0.0,0,1,0.2631578947368421,0.0
llama3.3:70b,within_hidden,1,2,available_valid_pairs,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,2,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,2,all_responses_valid_states,all,1244,0,1244,1,1,0,0.0008038585209003215,0.0,0.0,0,1,0.08038585209003216,0.0
llama3.3:70b,within_hidden,1,2,all_responses_valid_states,bear,380,0,380,1,1,0,0.002631578947368421,0.0,0.0,0,1,0.2631578947368421,0.0
llama3.3:70b,within_hidden,1,2,all_responses_valid_states,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,2,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,3,available_valid_pairs,all,1244,0,1244,1,1,0,0.0008038585209003215,0.0,0.0,0,1,0.08038585209003216,0.0
llama3.3:70b,within_hidden,1,3,available_valid_pairs,bear,380,0,380,1,1,0,0.002631578947368421,0.0,0.0,0,1,0.2631578947368421,0.0
llama3.3:70b,within_hidden,1,3,available_valid_pairs,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,3,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,3,all_responses_valid_states,all,1244,0,1244,1,1,0,0.0008038585209003215,0.0,0.0,0,1,0.08038585209003216,0.0
llama3.3:70b,within_hidden,1,3,all_responses_valid_states,bear,380,0,380,1,1,0,0.002631578947368421,0.0,0.0,0,1,0.2631578947368421,0.0
llama3.3:70b,within_hidden,1,3,all_responses_valid_states,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,1,3,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,available_valid_pairs,all,1244,0,1244,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,available_valid_pairs,bear,380,0,380,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,available_valid_pairs,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,all_responses_valid_states,all,1244,0,1244,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,all_responses_valid_states,bear,380,0,380,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,all_responses_valid_states,bull,388,0,388,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,within_hidden,2,3,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,between_contexts,1,1,available_valid_pairs,all,1244,0,1244,31,31,12,0.02491961414790997,0.00964630225080386,0.3870967741935484,0,19,0.5627009646302251,-0.040192926045016064
llama3.3:70b,between_contexts,1,1,available_valid_pairs,bear,380,0,380,9,9,0,0.02368421052631579,0.0,0.0,0,9,-2.3684210526315788,0.0
llama3.3:70b,between_contexts,1,1,available_valid_pairs,bull,388,0,388,22,22,12,0.05670103092783505,0.030927835051546393,0.5454545454545454,0,10,4.123711340206185,-0.12886597938144326
llama3.3:70b,between_contexts,1,1,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,between_contexts,1,1,all_responses_valid_states,all,1244,0,1244,31,31,12,0.02491961414790997,0.00964630225080386,0.3870967741935484,0,19,0.5627009646302251,-0.040192926045016064
llama3.3:70b,between_contexts,1,1,all_responses_valid_states,bear,380,0,380,9,9,0,0.02368421052631579,0.0,0.0,0,9,-2.3684210526315788,0.0
llama3.3:70b,between_contexts,1,1,all_responses_valid_states,bull,388,0,388,22,22,12,0.05670103092783505,0.030927835051546393,0.5454545454545454,0,10,4.123711340206185,-0.12886597938144326
llama3.3:70b,between_contexts,1,1,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,between_contexts,2,2,available_valid_pairs,all,1244,0,1244,30,30,12,0.024115755627009645,0.00964630225080386,0.4,0,18,0.6430868167202572,-0.040192926045016064
llama3.3:70b,between_contexts,2,2,available_valid_pairs,bear,380,0,380,8,8,0,0.021052631578947368,0.0,0.0,0,8,-2.1052631578947367,0.0
llama3.3:70b,between_contexts,2,2,available_valid_pairs,bull,388,0,388,22,22,12,0.05670103092783505,0.030927835051546393,0.5454545454545454,0,10,4.123711340206185,-0.12886597938144326
llama3.3:70b,between_contexts,2,2,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,between_contexts,2,2,all_responses_valid_states,all,1244,0,1244,30,30,12,0.024115755627009645,0.00964630225080386,0.4,0,18,0.6430868167202572,-0.040192926045016064
llama3.3:70b,between_contexts,2,2,all_responses_valid_states,bear,380,0,380,8,8,0,0.021052631578947368,0.0,0.0,0,8,-2.1052631578947367,0.0
llama3.3:70b,between_contexts,2,2,all_responses_valid_states,bull,388,0,388,22,22,12,0.05670103092783505,0.030927835051546393,0.5454545454545454,0,10,4.123711340206185,-0.12886597938144326
llama3.3:70b,between_contexts,2,2,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,between_contexts,3,3,available_valid_pairs,all,1244,0,1244,30,30,12,0.024115755627009645,0.00964630225080386,0.4,0,18,0.6430868167202572,-0.040192926045016064
llama3.3:70b,between_contexts,3,3,available_valid_pairs,bear,380,0,380,8,8,0,0.021052631578947368,0.0,0.0,0,8,-2.1052631578947367,0.0
llama3.3:70b,between_contexts,3,3,available_valid_pairs,bull,388,0,388,22,22,12,0.05670103092783505,0.030927835051546393,0.5454545454545454,0,10,4.123711340206185,-0.12886597938144326
llama3.3:70b,between_contexts,3,3,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
llama3.3:70b,between_contexts,3,3,all_responses_valid_states,all,1244,0,1244,30,30,12,0.024115755627009645,0.00964630225080386,0.4,0,18,0.6430868167202572,-0.040192926045016064
llama3.3:70b,between_contexts,3,3,all_responses_valid_states,bear,380,0,380,8,8,0,0.021052631578947368,0.0,0.0,0,8,-2.1052631578947367,0.0
llama3.3:70b,between_contexts,3,3,all_responses_valid_states,bull,388,0,388,22,22,12,0.05670103092783505,0.030927835051546393,0.5454545454545454,0,10,4.123711340206185,-0.12886597938144326
llama3.3:70b,between_contexts,3,3,all_responses_valid_states,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_exposed,1,2,available_valid_pairs,all,1244,3,1241,21,21,11,0.016921837228041903,0.008863819500402902,0.5238095238095238,0,10,0.8863819500402901,0.0040290088638195
qwen3:8b,within_exposed,1,2,available_valid_pairs,bear,380,1,379,18,18,8,0.047493403693931395,0.021108179419525065,0.4444444444444444,0,10,2.1108179419525066,0.05277044854881265
qwen3:8b,within_exposed,1,2,available_valid_pairs,bull,388,0,388,3,3,3,0.007731958762886598,0.007731958762886598,1.0,0,0,0.7731958762886598,-0.03865979381443298
qwen3:8b,within_exposed,1,2,available_valid_pairs,mix,476,2,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_exposed,1,2,all_responses_valid_states,all,1240,0,1240,21,21,11,0.016935483870967744,0.008870967741935484,0.5238095238095238,0,10,0.8870967741935484,0.004032258064516128
qwen3:8b,within_exposed,1,2,all_responses_valid_states,bear,379,0,379,18,18,8,0.047493403693931395,0.021108179419525065,0.4444444444444444,0,10,2.1108179419525066,0.05277044854881265
qwen3:8b,within_exposed,1,2,all_responses_valid_states,bull,387,0,387,3,3,3,0.007751937984496124,0.007751937984496124,1.0,0,0,0.7751937984496124,-0.03875968992248061
qwen3:8b,within_exposed,1,2,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_exposed,1,3,available_valid_pairs,all,1244,4,1240,23,23,15,0.018548387096774192,0.012096774193548387,0.6521739130434783,0,8,0.7258064516129032,0.004032258064516128
qwen3:8b,within_exposed,1,3,available_valid_pairs,bear,380,1,379,18,18,11,0.047493403693931395,0.029023746701846966,0.6111111111111112,0,7,1.5831134564643798,0.06596306068601582
qwen3:8b,within_exposed,1,3,available_valid_pairs,bull,388,1,387,5,5,4,0.012919896640826873,0.0103359173126615,0.8,0,1,0.7751937984496124,-0.051679586563307484
qwen3:8b,within_exposed,1,3,available_valid_pairs,mix,476,2,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_exposed,1,3,all_responses_valid_states,all,1240,0,1240,23,23,15,0.018548387096774192,0.012096774193548387,0.6521739130434783,0,8,0.7258064516129032,0.004032258064516128
qwen3:8b,within_exposed,1,3,all_responses_valid_states,bear,379,0,379,18,18,11,0.047493403693931395,0.029023746701846966,0.6111111111111112,0,7,1.5831134564643798,0.06596306068601582
qwen3:8b,within_exposed,1,3,all_responses_valid_states,bull,387,0,387,5,5,4,0.012919896640826873,0.0103359173126615,0.8,0,1,0.7751937984496124,-0.051679586563307484
qwen3:8b,within_exposed,1,3,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_exposed,2,3,available_valid_pairs,all,1244,4,1240,18,18,8,0.014516129032258065,0.0064516129032258064,0.4444444444444444,0,10,-0.16129032258064516,0.0
qwen3:8b,within_exposed,2,3,available_valid_pairs,bear,380,1,379,14,14,5,0.036939313984168866,0.013192612137203167,0.35714285714285715,0,9,-0.5277044854881267,0.013192612137203163
qwen3:8b,within_exposed,2,3,available_valid_pairs,bull,388,1,387,4,4,3,0.0103359173126615,0.007751937984496124,0.75,0,1,0.0,-0.012919896640826871
qwen3:8b,within_exposed,2,3,available_valid_pairs,mix,476,2,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_exposed,2,3,all_responses_valid_states,all,1240,0,1240,18,18,8,0.014516129032258065,0.0064516129032258064,0.4444444444444444,0,10,-0.16129032258064516,0.0
qwen3:8b,within_exposed,2,3,all_responses_valid_states,bear,379,0,379,14,14,5,0.036939313984168866,0.013192612137203167,0.35714285714285715,0,9,-0.5277044854881267,0.013192612137203163
qwen3:8b,within_exposed,2,3,all_responses_valid_states,bull,387,0,387,4,4,3,0.0103359173126615,0.007751937984496124,0.75,0,1,0.0,-0.012919896640826871
qwen3:8b,within_exposed,2,3,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_hidden,1,2,available_valid_pairs,all,1244,0,1244,34,34,26,0.027331189710610933,0.02090032154340836,0.7647058823529411,0,8,0.0,-0.02411575562700964
qwen3:8b,within_hidden,1,2,available_valid_pairs,bear,380,0,380,9,9,4,0.02368421052631579,0.010526315789473684,0.4444444444444444,0,5,-0.2631578947368421,-0.026315789473684206
qwen3:8b,within_hidden,1,2,available_valid_pairs,bull,388,0,388,25,25,22,0.06443298969072164,0.05670103092783505,0.88,0,3,0.25773195876288657,-0.05154639175257731
qwen3:8b,within_hidden,1,2,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_hidden,1,2,all_responses_valid_states,all,1240,0,1240,34,34,26,0.027419354838709678,0.020967741935483872,0.7647058823529411,0,8,0.0,-0.02419354838709677
qwen3:8b,within_hidden,1,2,all_responses_valid_states,bear,379,0,379,9,9,4,0.023746701846965697,0.010554089709762533,0.4444444444444444,0,5,-0.2638522427440633,-0.026385224274406326
qwen3:8b,within_hidden,1,2,all_responses_valid_states,bull,387,0,387,25,25,22,0.06459948320413436,0.056847545219638244,0.88,0,3,0.25839793281653745,-0.051679586563307484
qwen3:8b,within_hidden,1,2,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_hidden,1,3,available_valid_pairs,all,1244,0,1244,34,34,26,0.027331189710610933,0.02090032154340836,0.7647058823529411,0,8,0.0,0.0
qwen3:8b,within_hidden,1,3,available_valid_pairs,bear,380,0,380,8,8,3,0.021052631578947368,0.007894736842105263,0.375,0,5,0.5263157894736842,-0.013157894736842103
qwen3:8b,within_hidden,1,3,available_valid_pairs,bull,388,0,388,26,26,23,0.06701030927835051,0.059278350515463915,0.8846153846153846,0,3,-0.5154639175257731,0.012886597938144327
qwen3:8b,within_hidden,1,3,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_hidden,1,3,all_responses_valid_states,all,1240,0,1240,34,34,26,0.027419354838709678,0.020967741935483872,0.7647058823529411,0,8,0.0,0.0
qwen3:8b,within_hidden,1,3,all_responses_valid_states,bear,379,0,379,8,8,3,0.021108179419525065,0.0079155672823219,0.375,0,5,0.5277044854881267,-0.013192612137203163
qwen3:8b,within_hidden,1,3,all_responses_valid_states,bull,387,0,387,26,26,23,0.06718346253229975,0.059431524547803614,0.8846153846153846,0,3,-0.5167958656330749,0.012919896640826871
qwen3:8b,within_hidden,1,3,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_hidden,2,3,available_valid_pairs,all,1244,0,1244,36,36,30,0.028938906752411574,0.024115755627009645,0.8333333333333334,0,6,0.0,0.02411575562700964
qwen3:8b,within_hidden,2,3,available_valid_pairs,bear,380,0,380,9,9,5,0.02368421052631579,0.013157894736842105,0.5555555555555556,0,4,0.7894736842105263,0.013157894736842103
qwen3:8b,within_hidden,2,3,available_valid_pairs,bull,388,0,388,27,27,25,0.06958762886597938,0.06443298969072164,0.9259259259259259,0,2,-0.7731958762886598,0.06443298969072163
qwen3:8b,within_hidden,2,3,available_valid_pairs,mix,476,0,476,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,within_hidden,2,3,all_responses_valid_states,all,1240,0,1240,36,36,30,0.02903225806451613,0.024193548387096774,0.8333333333333334,0,6,0.0,0.02419354838709677
qwen3:8b,within_hidden,2,3,all_responses_valid_states,bear,379,0,379,9,9,5,0.023746701846965697,0.013192612137203167,0.5555555555555556,0,4,0.7915567282321899,0.013192612137203163
qwen3:8b,within_hidden,2,3,all_responses_valid_states,bull,387,0,387,27,27,25,0.06976744186046512,0.06459948320413436,0.9259259259259259,0,2,-0.7751937984496124,0.06459948320413435
qwen3:8b,within_hidden,2,3,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,between_contexts,1,1,available_valid_pairs,all,1244,2,1242,195,195,128,0.1570048309178744,0.10305958132045089,0.6564102564102564,0,67,-8.61513687600644,0.18518518518518517
qwen3:8b,between_contexts,1,1,available_valid_pairs,bear,380,1,379,85,85,36,0.22427440633245382,0.09498680738786279,0.4235294117647059,0,49,-12.928759894459104,-0.2638522427440634
qwen3:8b,between_contexts,1,1,available_valid_pairs,bull,388,0,388,110,110,92,0.28350515463917525,0.23711340206185566,0.8363636363636363,0,18,-14.948453608247423,0.8505154639175247
qwen3:8b,between_contexts,1,1,available_valid_pairs,mix,476,1,475,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,between_contexts,1,1,all_responses_valid_states,all,1240,0,1240,195,195,128,0.15725806451612903,0.1032258064516129,0.6564102564102564,0,67,-8.629032258064516,0.1854838709677419
qwen3:8b,between_contexts,1,1,all_responses_valid_states,bear,379,0,379,85,85,36,0.22427440633245382,0.09498680738786279,0.4235294117647059,0,49,-12.928759894459104,-0.2638522427440634
qwen3:8b,between_contexts,1,1,all_responses_valid_states,bull,387,0,387,110,110,92,0.2842377260981912,0.23772609819121446,0.8363636363636363,0,18,-14.987080103359173,0.8527131782945726
qwen3:8b,between_contexts,1,1,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,between_contexts,2,2,available_valid_pairs,all,1244,3,1241,186,186,119,0.1498791297340854,0.0958904109589041,0.6397849462365591,0,67,-9.508460918614022,0.15713134568896062
qwen3:8b,between_contexts,2,2,available_valid_pairs,bear,380,1,379,86,86,36,0.22691292875989447,0.09498680738786279,0.4186046511627907,0,50,-15.303430079155673,-0.3430079155672825
qwen3:8b,between_contexts,2,2,available_valid_pairs,bull,388,0,388,100,100,83,0.25773195876288657,0.21391752577319587,0.83,0,17,-15.463917525773196,0.8376288659793806
qwen3:8b,between_contexts,2,2,available_valid_pairs,mix,476,2,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,between_contexts,2,2,all_responses_valid_states,all,1240,0,1240,186,186,119,0.15,0.09596774193548387,0.6397849462365591,0,67,-9.516129032258064,0.15725806451612911
qwen3:8b,between_contexts,2,2,all_responses_valid_states,bear,379,0,379,86,86,36,0.22691292875989447,0.09498680738786279,0.4186046511627907,0,50,-15.303430079155673,-0.3430079155672825
qwen3:8b,between_contexts,2,2,all_responses_valid_states,bull,387,0,387,100,100,83,0.25839793281653745,0.2144702842377261,0.83,0,17,-15.503875968992247,0.8397932816537459
qwen3:8b,between_contexts,2,2,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,between_contexts,3,3,available_valid_pairs,all,1244,4,1240,190,190,125,0.1532258064516129,0.10080645161290322,0.6578947368421053,0,65,-9.35483870967742,0.1814516129032258
qwen3:8b,between_contexts,3,3,available_valid_pairs,bear,380,1,379,83,83,34,0.21899736147757257,0.08970976253298153,0.40963855421686746,0,49,-13.984168865435356,-0.3430079155672825
qwen3:8b,between_contexts,3,3,available_valid_pairs,bull,388,1,387,107,107,91,0.27648578811369506,0.2351421188630491,0.8504672897196262,0,16,-16.27906976744186,0.9173126614987068
qwen3:8b,between_contexts,3,3,available_valid_pairs,mix,476,2,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
qwen3:8b,between_contexts,3,3,all_responses_valid_states,all,1240,0,1240,190,190,125,0.1532258064516129,0.10080645161290322,0.6578947368421053,0,65,-9.35483870967742,0.1814516129032258
qwen3:8b,between_contexts,3,3,all_responses_valid_states,bear,379,0,379,83,83,34,0.21899736147757257,0.08970976253298153,0.40963855421686746,0,49,-13.984168865435356,-0.3430079155672825
qwen3:8b,between_contexts,3,3,all_responses_valid_states,bull,387,0,387,107,107,91,0.27648578811369506,0.2351421188630491,0.8504672897196262,0,16,-16.27906976744186,0.9173126614987068
qwen3:8b,between_contexts,3,3,all_responses_valid_states,mix,474,0,474,0,0,0,0.0,0.0,,0,0,0.0,0.0
