decision_date,return_date,prob_bear,prob_bull,prob_mix,hard_regime,router_entropy,router_transition_l1,return_7,return_30,realized_vol_30,drawdown_90,action,confidence,reason_codes,cited_memory_ids,valid_action,memory_episodes_seen,llama_beta,base_desired_exposure,base_final_exposure,base_net_return,full_final_exposure,full_turnover,full_net_return,frozen_beta_final_exposure,frozen_beta_turnover,frozen_beta_net_return,deterministic_action,deterministic_beta,deterministic_final_exposure,deterministic_turnover,deterministic_net_return,shadow_final_exposure,shadow_turnover,shadow_net_return,shadow_log_advantage_vs_ramoe,asset_simple_return,return_year,scientific_segment,memory_total_before,effective_intervention
2021-01-30,2021-01-31,1.0974394855376775e-09,0.99855326090885677,0.0014467379937034,bull,0.0099262770365411007,0.012752714537409299,0.068378785187401106,0.1842421604592841,1.0598322722128963,-0.15557411088368531,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.015423183886568,0.45000000000000001,0.00013496043041540001,-0.015423183886568,0.45000000000000001,0.00013496043041540001,-0.015423183886568,BTC,0.050000000000000003,0.45000000000000001,0.00013496043041540001,-0.015423183886568,0.45000000000000001,0.00013496043041540001,-0.015423183886568,-4.8572257327350605e-17,-0.034273446683642801,2021,BURN_IN_2021,29,False
2021-01-31,2021-02-01,1.155399305407803e-09,0.99771531527533242,0.0022846835692681001,bull,0.014724451295034699,0.0016758912670488001,0.0268847720160168,0.127663922561044,1.068648953107783,-0.18451549657260111,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.48633642524161852,0.45000000000000001,0.0055313707231126,0.45000000000000001,0.0086155562171985993,0.0055313707231126,0.45000000000000001,0.0086155562171985993,0.0055313707231126,BTC,0.050000000000000003,0.45000000000000001,0.0086155562171985993,0.0055313707231126,0.45000000000000001,0.0086155562171985993,0.0055313707231126,5.2041704279304213e-18,0.0123111866884537,2021,BURN_IN_2021,30,False
2021-02-01,2021-02-02,3.6430535304816106e-08,0.99008664469351115,0.0099133188759533003,bull,0.050612490187452501,0.015257341163642401,0.0391724001078992,0.041076870031963003,1.0209679949130668,-0.17447591460936521,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48644089884165842,0.45000000000000001,0.026440466827925401,0.45000000000000001,0.0030302311219193002,0.026440466827925401,0.45000000000000001,0.0030302311219193002,0.026440466827925401,BTC,0.025000000000000001,0.45000000000000001,0.0030302311219193002,0.026440466827925401,0.45000000000000001,0.0030302311219193002,0.026440466827925401,4.5102810375396978e-17,0.0587635048648842,2021,BURN_IN_2021,31,False
2021-02-02,2021-02-03,4.5983316544060341e-07,0.94033294399962164,0.059666596167213003,bull,0.20576531581637519,0.099507401387779304,0.091781761793853195,0.076650009557357596,1.0367620614815001,-0.12596522600143359,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48712226896651162,0.45000000000000001,0.027397433788949301,0.45000000000000001,0.014169280978781,0.027397433788949301,0.45000000000000001,0.014169280978781,0.027397433788949301,BTC,0.025000000000000001,0.45000000000000001,0.014169280978781,0.027397433788949301,0.45000000000000001,0.014169280978781,0.027397433788949301,2.0816681711721685e-17,0.060915536618083001,2021,BURN_IN_2021,32,False
2021-02-03,2021-02-04,2.8358253182073616e-08,0.98448180815624364,0.0155181634855029,bull,0.072857684801682102,0.088297728313244297,0.23821865544007381,0.175632209751863,1.0486908645008488,-0.072722928720445904,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48651765631131227,0.45000000000000001,-0.0079598545617750004,0.45000000000000001,0.0146743423651157,-0.0079598545617750992,0.45000000000000001,0.0146743423651157,-0.0079598545617750992,BTC,0.025000000000000001,0.45000000000000001,0.0146743423651157,-0.0079598545617750992,0.45000000000000001,0.0146743423651157,-0.0079598545617750992,-7.1123662515049091e-17,-0.017656215136479001,2021,BURN_IN_2021,33,False
2021-02-04,2021-02-05,6.3166682630740039e-10,0.9963585374608076,0.0036414619075255,bull,0.021921285728189799,0.023753458609127701,0.1080845428287209,0.087980818734095301,1.0329152325648494,-0.089095132182081996,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.4863550061281855,0.45000000000000001,0.016002592863089801,0.45000000000000001,0.0044049115761792997,0.016002592863089801,0.45000000000000001,0.0044049115761792997,0.016002592863089801,BTC,0.025000000000000001,0.45000000000000001,0.0044049115761792997,0.016002592863089801,0.45000000000000001,0.0044049115761792997,0.016002592863089801,3.469446951953615e-18,0.035571262854191502,2021,BURN_IN_2021,34,False
2021-02-05,2021-02-06,5.8373227163090576e-09,0.9947784182281072,0.0052215759345700004,bull,0.029716751231548901,0.0031602384654006999,0.11648951366983649,0.0408879901720971,1.002798265754592,-0.056693095693768202,BTC,0.80000000000000004,HIGH_VOLATILITY,,True,5,0.025000000000000001,0.486376645644922,0.45000000000000001,0.011259567304826201,0.45000000000000001,0.0086651833744409001,0.011259567304826299,0.45000000000000001,0.0086651833744409001,0.011259567304826299,BTC,0.025000000000000001,0.45000000000000001,0.0086651833744409001,0.011259567304826299,0.45000000000000001,0.0086651833744409001,0.011259567304826299,5.5511151231257839e-17,0.0250407336229947,2021,BURN_IN_2021,35,False
2021-02-06,2021-02-07,1.3344731874477851e-09,0.99702601994673723,0.0029739787187893002,bull,0.018452147853025399,0.0044952034372602,0.14507147836689199,-0.0051596291959999001,0.97585496412769757,-0.0330719987783041,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48634586504685012,0.45000000000000001,-0.0046337296569606001,0.45000000000000001,0.0061285233474011004,-0.0046337296569606999,0.45000000000000001,0.0061285233474011004,-0.0046337296569606999,ABSTAIN,0.025000000000000001,0.45000000000000001,0.0061285233474011004,-0.0046337296569606999,0.45000000000000001,0.0061285233474011004,-0.0046337296569606999,-3.9898639947466563e-17,-0.010283621098108301,2021,BURN_IN_2021,36,False
2021-02-07,2021-02-08,5.564989538147515e-10,0.99886063653332324,0.0011393629101776001,bull,0.0080651877121292997,0.0036692331731719,0.17351645065709001,-0.043015519972019203,0.97089551514316441,-0.043015519972019203,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48632074022366673,0.45000000000000001,0.087359038135583905,0.45000000000000001,0.0025570292055508001,0.087359038135583905,0.45000000000000001,0.0025570292055508001,0.087359038135583905,ABSTAIN,0.025000000000000001,0.45000000000000001,0.0025570292055508001,0.087359038135583905,0.45000000000000001,0.0025570292055508001,0.087359038135583905,6.9388939039072296e-17,0.19413737455891311,2021,BURN_IN_2021,37,False
2021-02-08,2021-02-09,2.8160845853092077e-09,0.99667621259295835,0.0033237845909570001,bull,0.020285584386962301,0.0043688478807299,0.38429750833191623,0.155504471768459,1.1530866939836508,0,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48635065561070762,0.45000000000000001,0.0010507998329383,0.45000000000000001,0.044188603446953502,0.0010507998329383,0.45000000000000001,0.044188603446953502,0.0010507998329383,ABSTAIN,0.025000000000000001,0.45000000000000001,0.044188603446953502,0.0010507998329383,0.45000000000000001,0.044188603446953502,0.0010507998329383,2.0599841277224584e-17,0.0024334151656295001,2021,BURN_IN_2021,38,False
2021-02-09,2021-02-10,2.2868976029907903e-14,0.99998764848496124,1.2351515015879152e-05,bull,0.00013830625365850001,0.0066228717840057004,0.3106478193725834,0.2177512685836375,1.1360564810513527,0,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48630530594916072,0.45000000000000001,-0.0161840504184637,0.45000000000000001,0.00060161146678309996,-0.0161840504184637,0.45000000000000001,0.00060161146678309996,-0.0161840504184637,ABSTAIN,0.025000000000000001,0.45000000000000001,0.00060161146678309996,-0.0161840504184637,0.45000000000000001,0.00060161146678309996,-0.0161840504184637,-1.3877787807814457e-17,-0.035963241207002401,2021,BURN_IN_2021,39,False
2021-02-10,2021-02-11,3.9587897624899447e-16,0.99999956538354118,4.3461645824264521e-07,bull,6.1907434022316775e-06,2.3833797160042997e-05,0.1909644378805104,0.26141181567790028,1.1118225119916554,-0.035963241207002498,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48630514274886483,0.5,0.0351193107349329,0.5,0.059047319112517101,0.035119310734932997,0.5,0.059047319112517101,0.035119310734932997,ABSTAIN,0.025000000000000001,0.5,0.059047319112517101,0.035119310734932997,0.5,0.059047319112517101,0.035119310734932997,2.0816681711721685e-17,0.070360870728878505,2021,BURN_IN_2021,40,False
