decision_date,return_date,prob_bear,prob_bull,prob_mix,hard_regime,router_entropy,router_transition_l1,return_7,return_30,realized_vol_30,drawdown_90,action,confidence,reason_codes,cited_memory_ids,valid_action,memory_episodes_seen,llama_beta,base_desired_exposure,base_final_exposure,base_net_return,full_final_exposure,full_turnover,full_net_return,frozen_beta_final_exposure,frozen_beta_turnover,frozen_beta_net_return,deterministic_action,deterministic_beta,deterministic_final_exposure,deterministic_turnover,deterministic_net_return,shadow_final_exposure,shadow_turnover,shadow_net_return,shadow_log_advantage_vs_ramoe,asset_simple_return
2021-01-13,2021-01-14,1.0984709243755711e-26,0.99999999999968681,3.1338396009295272e-13,bull,8.4979391074508107e-12,6.2510401886630342e-13,0.016008392855201503,0.93953449760815189,0.85703408234019773,-0.079240282467924472,BTC,0.99999999999968681,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,0.023965001800134,0.5,0.023133072015427136,0.023965001800134056,0.5,0.023133072015427136,0.023965001800134056,BTC,0.050000000000000003,0.5,0.023133072015427136,0.023965001800134056,0.70000000000000007,0.019078701315760282,0.033564446282351001,0.0093311074042549264,0.047977379608476797
2021-01-14,2021-01-15,6.2380434256043657e-30,0.99999999999999156,8.4852120064043066e-15,bull,2.5792756742291185e-13,6.0965496834616478e-13,-0.0072097961997151794,1.0157397259569123,0.85978721202008956,-0.035064643971694287,BTC,0.99999999999999156,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.029747910911041699,0.5,0.011713356818826126,-0.029747910911041675,0.5,0.011713356818826126,-0.029747910911041675,BTC,0.050000000000000003,0.5,0.011713356818826126,-0.029747910911041675,0.70000000000000007,0.009747875453087973,-0.04164050627664273,-0.012332961402671542,-0.059473091737990501
2021-01-15,2021-01-16,1.652325844557015e-32,0.99999999999999956,2.6615127419984834e-16,bull,9.0923163292229926e-15,1.6212666509505592e-14,-0.092452332921996172,0.72562077912346279,0.86972672496887804,-0.092452332921996172,BTC,0.99999999999999956,HIGH_VOLATILITY,episode-000012|episode-000013,True,5,0.050000000000000003,0.5,0.5,-0.011228099057899401,0.5,0.015323954407634677,-0.011228099057899343,0.5,0.015323954407634677,-0.011228099057899343,BTC,0.050000000000000003,0.5,0.015323954407634677,-0.011228099057899343,0.70000000000000007,0.013031881670869216,-0.015710953007805339,-0.0045440681072739467,-0.022425893860358599
2021-01-16,2021-01-17,3.0511112292999927e-28,0.99999999999992994,7.0014541659307168e-14,bull,1.9941527178704353e-12,1.3935937402910495e-13,-0.10291916447291416,0.57804463448614252,0.86280813634995424,-0.11280490057710357,BTC,0.99999999999992994,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.0025029143213292,0.5,0.0056700514511022759,-0.0025029143213292082,0.5,0.0056700514511022759,-0.0025029143213292082,BTC,0.050000000000000003,0.5,0.0056700514511022759,-0.0025029143213292082,0.70000000000000007,0.0047845461170489267,-0.0035009296198162954,-0.0010010203668571051,-0.0049945168589236996
2021-01-17,2021-01-18,1.1220003877802323e-24,0.99999999999232003,7.6800174196007312e-12,bull,1.8589819385546394e-10,1.5219915577933219e-11,-0.061598965233738756,0.5496262090375692,0.86567472495786357,-0.11723601145832574,BTC,0.99999999999232003,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,0.0107912659018649,0.5,0.001251755170883051,0.010791265901864744,0.5,0.001251755170883051,0.010791265901864744,BTC,0.050000000000000003,0.5,0.001251755170883051,0.010791265901864744,0.70000000000000007,0.0010525283497851978,0.015108475201726757,0.0042620231864255211,0.021585062333284898
2021-01-18,2021-01-19,9.45363257858568e-24,0.99999999996670963,3.3290539747094999e-11,bull,7.6136918078335916e-10,5.1220925014950788e-11,0.030072332272684799,0.53553095118268734,0.86414772135730999,-0.098181495740074509,BTC,0.99999999996670963,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.0083397199889824001,0.5,0.0053386480577700679,-0.0083397199889824192,0.5,0.0053386480577700679,-0.0083397199889824192,BTC,0.050000000000000003,0.5,0.0053386480577700679,-0.0083397199889824192,0.70000000000000007,0.0044653930390267105,-0.011672609459644323,-0.0033665791642097601,-0.0166688516709819
2021-01-19,2021-01-20,9.966876365844089e-24,0.99999999995576683,4.4233128743336766e-11,bull,1.0001885158398019e-09,2.1885391216157675e-11,0.056544029393035045,0.53367639478762419,0.86468443173886256,-0.11321377462172999,BTC,0.99999999995576683,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.0073174712658941998,0.5,0.0042022361432244026,-0.0073174712658942154,0.5,0.0042022361432244026,-0.0073174712658942154,BTC,0.050000000000000003,0.5,0.0042022361432244026,-0.0073174712658942154,0.70000000000000007,0.0035417850941759088,-0.010242125188852702,-0.0029505613783079292,-0.0146265995239271
2021-01-20,2021-01-21,7.8973783340714613e-22,0.99999999945296725,5.470325472945287e-10,bull,1.1117051491004516e-08,1.0055989983010521e-09,-0.050984158235737764,0.56087291286270546,0.85488128926101847,-0.12618444160367293,BTC,0.99999999945296725,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.065317469546338297,0.5,0.0036835890720656739,-0.065317469546338325,0.5,0.0036835890720656739,-0.065317469546338325,BTC,0.050000000000000003,0.5,0.0036835890720656739,-0.065317469546338325,0.70000000000000007,0.0031033600229890546,-0.091442456756129387,-0.028348707441455595,-0.13062805309460129
2021-01-21,2021-01-22,3.6584205405918443e-22,0.99999999959248043,4.0751973137974237e-10,bull,8.3910183540175423e-09,2.7902599470256401e-10,-0.21272370372450267,0.29462456764834277,1.0024919645135193,-0.24032926676075705,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.031476483746766697,0.45000000000000001,0.015060978551955373,0.031476483746766704,0.45000000000000001,0.015060978551955373,0.031476483746766704,BTC,0.050000000000000003,0.45000000000000001,0.015060978551955373,0.031476483746766704,0.45000000000000001,0.21980729924833303,0.031265289551043463,-0.00020477036844369564,0.0699822645020928
2021-01-22,2021-01-23,1.5729985705437694e-13,0.99998800005799804,1.1999941844788204e-05,bull,0.00013468493142250262,2.3999068964744233e-05,-0.10436196255746932,0.41889422518800057,1.015851211645219,-0.18716578857270949,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.012447303815139499,0.45000000000000001,0.016791802694338054,-0.012447303815139477,0.45000000000000001,0.016791802694338054,-0.012447303815139477,BTC,0.050000000000000003,0.45000000000000001,0.016791802694338054,-0.012447303815139477,0.45000000000000001,0.016791802694338054,-0.012447303815139477,2.2551405187698492e-17,-0.027623823881456299
2021-01-23,2021-01-24,2.5682694058980109e-14,0.99998923125743244,1.0768742541831724e-05,bull,0.00012192732190352262,2.4623988689775057e-06,-0.10912422437846159,0.35188001600910002,1.0246179553010277,-0.2096193776739993,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0021302498762614001,0.45000000000000001,0.006922953715034097,0.0021302498762614253,0.45000000000000001,0.006922953715034097,0.0021302498762614253,BTC,0.050000000000000003,0.45000000000000001,0.006922953715034097,0.0021302498762614253,0.45000000000000001,0.006922953715034097,0.0021302498762614253,2.4719809532669501e-17,0.0047493058347277996
2021-01-24,2021-01-25,9.9435340127836527e-13,0.99994054763358442,5.9452365421230682e-05,bull,0.00058067989407374165,9.7367247696092266e-05,-0.10040011607272403,0.30586562763268743,1.0192486529820142,-0.20586561837273065,BTC,0.99994054763358442,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0001523566629617,0.45000000000000001,0.0011729463875900792,0.0001523566629617612,0.45000000000000001,0.0011729463875900792,0.0001523566629617612,BTC,0.050000000000000003,0.45000000000000001,0.0011729463875900792,0.0001523566629617612,0.45000000000000001,0.0011729463875900792,0.0001523566629617612,6.1203212636806725e-17,0.00034117730984779999
2021-01-25,2021-01-26,6.2121846605775831e-12,0.99975597394498839,0.00024402604879940001,bull,0.0020697589347952942,0.00036914737719203532,-0.11910731648695005,0.21916580984637712,0.99611620405897583,-0.20559467774074935,BTC,0.99975597394498839,HIGH_VOLATILITY|BULLISH_ROUTER,episode-000017|episode-000024,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0034852481062934001,0.45000000000000001,8.442842190947708e-05,0.0034852481062934704,0.45000000000000001,8.442842190947708e-05,0.0034852481062934704,BTC,0.050000000000000003,0.45000000000000001,8.442842190947708e-05,0.0034852481062934704,0.45000000000000001,8.442842190947708e-05,0.0034852481062934704,7.0256300777060687e-17,0.0077451840643922003
2021-01-26,2021-01-27,5.4366370740328064e-11,0.99955673288273195,0.00044326706290130001,bull,0.0035187891618298265,0.00039848212451252499,-0.097236611495185143,0.23764246248281684,0.99484846395416959,-0.19944186229811856,BTC,0.99955673288273195,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.029050593173241199,0.45000000000000001,0.0019102751113789784,-0.029050593173241213,0.45000000000000001,0.0019102751113789784,-0.029050593173241213,BTC,0.050000000000000003,0.45000000000000001,0.0019102751113789784,-0.029050593173241213,0.45000000000000001,0.0019102751113789784,-0.029050593173241213,-1.3877787807814457e-17,-0.064552751976026099
2021-01-27,2021-01-28,6.8289999250882927e-12,0.99985830794348396,0.00014169204968660001,bull,0.0012719105171136774,0.0006031501215040837,-0.14297714248667426,0.12366859094235316,1.0236896358964092,-0.25112009320357742,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.043952694072665499,0.45000000000000001,0.016454797213571015,0.043952694072665333,0.45000000000000001,0.016454797213571015,0.043952694072665333,CASH,0.050000000000000003,0.45000000000000001,0.016454797213571015,0.043952694072665333,0.45000000000000001,0.016454797213571015,0.043952694072665333,-1.5959455978986625e-16,0.097710827522694499
2021-01-28,2021-01-29,3.3017673296720925e-08,0.99221638081704444,0.0077835861652823003,bull,0.041460370556990846,0.015283854252879515,0.08211827339902289,0.21912624196376407,1.0700047982277747,-0.17794641779538067,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0124754968946643,0.45000000000000001,0.02316487328950767,0.012475496894664317,0.45000000000000001,0.02316487328950767,0.012475496894664317,BTC,0.050000000000000003,0.45000000000000001,0.02316487328950767,0.012475496894664317,0.45000000000000001,0.02316487328950767,0.012475496894664317,1.7347234759768071e-17,0.027775447343504501
2021-01-29,2021-01-30,4.9416659070427356e-09,0.99217690364015221,0.0078230914181818007,bull,0.041634149316615451,7.9010505799123143e-05,0.039432735867638513,0.18820036925805472,1.0596510659131615,-0.15511351180931687,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.00025211029810189999,0.45000000000000001,0.006789560827356822,-0.00025211029810190411,0.45000000000000001,0.006789560827356822,-0.00025211029810190411,BTC,0.050000000000000003,0.45000000000000001,0.006789560827356822,-0.00025211029810190411,0.45000000000000001,0.006789560827356822,-0.00025211029810190411,-4.1199682554449168e-18,-0.00054516089534670004
2021-01-30,2021-01-31,1.0974394855376775e-09,0.99855326090885677,0.0014467379937034,bull,0.0099262770365411562,0.012752714537409379,0.068378785187401148,0.1842421604592841,1.0598322722128963,-0.15557411088368533,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.015423183886568,0.45000000000000001,0.00013496043041544281,-0.015423183886568048,0.45000000000000001,0.00013496043041544281,-0.015423183886568048,BTC,0.050000000000000003,0.45000000000000001,0.00013496043041544281,-0.015423183886568048,0.45000000000000001,0.00013496043041544281,-0.015423183886568048,-4.8572257327350599e-17,-0.034273446683642898
2021-01-31,2021-02-01,1.1553993054078032e-09,0.99771531527533242,0.0022846835692681001,bull,0.014724451295034796,0.0016758912670488707,0.0268847720160168,0.12766392256104409,1.068648953107783,-0.18451549657260113,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.48633642524161858,0.45000000000000001,0.0055313707231126,0.45000000000000001,0.0086155562171986722,0.0055313707231126052,0.45000000000000001,0.0086155562171986722,0.0055313707231126052,BTC,0.050000000000000003,0.45000000000000001,0.0086155562171986722,0.0055313707231126052,0.45000000000000001,0.0086155562171986722,0.0055313707231126052,5.2041704279304213e-18,0.0123111866884537
2021-02-01,2021-02-02,3.6430535304816106e-08,0.99008664469351115,0.0099133188759533003,bull,0.050612490187452529,0.015257341163642461,0.039172400107899241,0.041076870031963031,1.0209679949130668,-0.17447591460936529,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48644089884165842,0.45000000000000001,0.026440466827925401,0.45000000000000001,0.0030302311219193023,0.026440466827925446,0.45000000000000001,0.0030302311219193023,0.026440466827925446,BTC,0.025000000000000001,0.45000000000000001,0.0030302311219193023,0.026440466827925446,0.45000000000000001,0.0030302311219193023,0.026440466827925446,4.5102810375396984e-17,0.0587635048648842
2021-02-02,2021-02-03,4.5983316544060341e-07,0.94033294399962164,0.059666596167213003,bull,0.20576531581637525,0.09950740138777936,0.091781761793853223,0.076650009557357679,1.0367620614815001,-0.12596522600143367,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48712226896651167,0.45000000000000001,0.027397433788949301,0.45000000000000001,0.014169280978781007,0.027397433788949321,0.45000000000000001,0.014169280978781007,0.027397433788949321,BTC,0.025000000000000001,0.45000000000000001,0.014169280978781007,0.027397433788949321,0.45000000000000001,0.014169280978781007,0.027397433788949321,2.0816681711721685e-17,0.060915536618083098
2021-02-03,2021-02-04,2.8358253182073616e-08,0.98448180815624364,0.0155181634855029,bull,0.072857684801682143,0.088297728313244367,0.23821865544007381,0.175632209751863,1.0486908645008488,-0.072722928720445945,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48651765631131239,0.45000000000000001,-0.0079598545617750992,0.45000000000000001,0.014674342365115722,-0.0079598545617751704,0.45000000000000001,0.014674342365115722,-0.0079598545617751704,BTC,0.025000000000000001,0.45000000000000001,0.014674342365115722,-0.0079598545617751704,0.45000000000000001,0.014674342365115722,-0.0079598545617751704,-7.1123662515049091e-17,-0.017656215136479098
2021-02-04,2021-02-05,6.3166682630740039e-10,0.9963585374608076,0.0036414619075255,bull,0.021921285728189847,0.023753458609127715,0.10808454282872093,0.087980818734095356,1.0329152325648494,-0.089095132182082093,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.4863550061281855,0.45000000000000001,0.016002592863089801,0.45000000000000001,0.0044049115761793378,0.016002592863089804,0.45000000000000001,0.0044049115761793378,0.016002592863089804,BTC,0.025000000000000001,0.45000000000000001,0.0044049115761793378,0.016002592863089804,0.45000000000000001,0.0044049115761793378,0.016002592863089804,3.4694469519536142e-18,0.035571262854191502
2021-02-05,2021-02-06,5.8373227163090585e-09,0.9947784182281072,0.0052215759345700004,bull,0.029716751231548995,0.0031602384654007961,0.11648951366983651,0.0408879901720971,1.002798265754592,-0.056693095693768236,BTC,0.80000000000000004,HIGH_VOLATILITY,,True,5,0.025000000000000001,0.486376645644922,0.45000000000000001,0.011259567304826299,0.45000000000000001,0.008665183374440999,0.011259567304826357,0.45000000000000001,0.008665183374440999,0.011259567304826357,BTC,0.025000000000000001,0.45000000000000001,0.008665183374440999,0.011259567304826357,0.45000000000000001,0.008665183374440999,0.011259567304826357,5.5511151231257827e-17,0.0250407336229947
2021-02-06,2021-02-07,1.3344731874477851e-09,0.99702601994673723,0.0029739787187893002,bull,0.018452147853025416,0.0044952034372602616,0.14507147836689205,-0.0051596291959999929,0.97585496412769757,-0.033071998778304135,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48634586504685018,0.45000000000000001,-0.0046337296569606999,0.45000000000000001,0.0061285233474011602,-0.0046337296569607389,0.45000000000000001,0.0061285233474011602,-0.0046337296569607389,ABSTAIN,0.025000000000000001,0.45000000000000001,0.0061285233474011602,-0.0046337296569607389,0.45000000000000001,0.0061285233474011602,-0.0046337296569607389,-3.9898639947466563e-17,-0.010283621098108301
2021-02-07,2021-02-08,5.564989538147515e-10,0.99886063653332324,0.0011393629101776001,bull,0.0080651877121293205,0.0036692331731719469,0.17351645065709009,-0.043015519972019245,0.97089551514316441,-0.043015519972019245,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48632074022366673,0.45000000000000001,0.087359038135583905,0.45000000000000001,0.0025570292055508426,0.087359038135583988,0.45000000000000001,0.0025570292055508426,0.087359038135583988,ABSTAIN,0.025000000000000001,0.45000000000000001,0.0025570292055508426,0.087359038135583988,0.45000000000000001,0.0025570292055508426,0.087359038135583988,6.9388939039072284e-17,0.19413737455891319
2021-02-08,2021-02-09,2.8160845853092081e-09,0.99667621259295835,0.0033237845909570001,bull,0.020285584386962385,0.0043688478807299199,0.38429750833191623,0.15550447176845905,1.1530866939836508,0,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48635065561070762,0.45000000000000001,0.0010507998329383,0.45000000000000001,0.044188603446953578,0.0010507998329383206,0.45000000000000001,0.044188603446953578,0.0010507998329383206,ABSTAIN,0.025000000000000001,0.45000000000000001,0.044188603446953578,0.0010507998329383206,0.45000000000000001,0.044188603446953578,0.0010507998329383206,2.0599841277224584e-17,0.0024334151656295001
2021-02-09,2021-02-10,2.2868976029907903e-14,0.99998764848496124,1.2351515015879152e-05,bull,0.00013830625365851052,0.0066228717840057273,0.31064781937258346,0.21775126858363758,1.1360564810513529,0,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48630530594916072,0.45000000000000001,-0.0161840504184637,0.45000000000000001,0.00060161146678316957,-0.016184050418463714,0.45000000000000001,0.00060161146678316957,-0.016184050418463714,ABSTAIN,0.025000000000000001,0.45000000000000001,0.00060161146678316957,-0.016184050418463714,0.45000000000000001,0.00060161146678316957,-0.016184050418463714,-1.3877787807814457e-17,-0.035963241207002498
2021-02-10,2021-02-11,3.9587897624899447e-16,0.99999956538354118,4.3461645824264521e-07,bull,6.1907434022316775e-06,2.3833797160042993e-05,0.19096443788051043,0.26141181567790039,1.1118225119916554,-0.035963241207002561,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48630514274886483,0.5,0.035119310734932997,0.5,0.059047319112517149,0.035119310734933018,0.5,0.059047319112517149,0.035119310734933018,ABSTAIN,0.025000000000000001,0.5,0.059047319112517149,0.035119310734933018,0.5,0.059047319112517149,0.035119310734933018,2.0816681711721685e-17,0.070360870728878505
2021-02-11,2021-02-12,7.8282889509070246e-15,0.9999986319124714,1.3680875206419412e-06,bull,1.8059270897153106e-05,1.866942139606744e-06,0.29767373945773756,0.40833898245397804,1.1159694995983236,0,BTC,0.9999986319124714,HIGH_VOLATILITY,,True,5,0.025000000000000001,0.48630515553262338,0.5,-0.0064660490227473003,0.5,0.016992417052421382,-0.0064660490227473888,0.5,0.016992417052421382,-0.0064660490227473888,ABSTAIN,0.025000000000000001,0.5,0.016992417052421382,-0.0064660490227473888,0.5,0.016992417052421382,-0.0064660490227473888,-8.9338259012805565e-17,-0.0128983323852329
2021-02-12,2021-02-13,1.7288527535588828e-17,0.99999994505618117,5.4943818623794801e-08,bull,8.8606067166942584e-07,2.6262874195982403e-06,0.23693651821524053,0.26722611296285392,1.0794406004872201,-0.012898332385232969,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.025000000000000001,0.48630513754929988,0.5,-0.0021458680202265002,0.5,0.0032455139551856305,-0.0021458680202265379,0.5,0.0032455139551856305,-0.0021458680202265379,BTC,0.025000000000000001,0.5,0.0032455139551856305,-0.0021458680202265379,0.5,0.0032455139551856305,-0.0021458680202265379,-3.7730235602495554e-17,-0.0042852589204103002
