index,decision_date,return_date,hard_regime,asset_simple_return,memory_net_return,memory_exposure,memory_turnover,memory_beta,memory_pretrade_exposure,memory_desired_exposure,memory_cited_memory_count,memory_retrieved_memory_count,memory_memory_total_before,memory_action,memory_core_desired_exposure,memory_retrieved_ids,memory_cited_ids,memory_reason_codes,memory_reason_mentions_memory,memory_net_log_return,memory_journal_member,memory_request_sha256,no_memory_net_return,no_memory_exposure,no_memory_turnover,no_memory_beta,no_memory_pretrade_exposure,no_memory_desired_exposure,no_memory_cited_memory_count,no_memory_retrieved_memory_count,no_memory_memory_total_before,no_memory_action,no_memory_core_desired_exposure,no_memory_retrieved_ids,no_memory_cited_ids,no_memory_reason_codes,no_memory_reason_mentions_memory,no_memory_net_log_return,no_memory_journal_member,no_memory_request_sha256,nonmemory_request_equal,action_different,paired_desired_exposure,paired_final_exposure,desired_different,final_different,paired_net_return,paired_net_log_return,paired_gross_log_return,paired_fee_log_return,share_of_total_signed_net_log_gap_pct
374,2022-01-10,2022-01-11,bear,0.0215384321168861,0.009692198294139809,0.45,9.523540933664698e-05,0.05,0.44990476459066336,0.4493038455264025,5,5,374,CASH,0.4729514163435816,"[""episode-000372"", ""episode-000371"", ""episode-000374"", ""episode-000373"", ""episode-000370""]","[""episode-000372"", ""episode-000371"", ""episode-000374"", ""episode-000373"", ""episode-000370""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.00964553024196292,20260909T013716356200839Z/calls/000375-memory.json,851338d388c90b6cb872e30ff2e09012cced87d185adc5a26fb8f655d526b485,0.009692198294139809,0.45,9.523540933664698e-05,0.05,0.44990476459066336,0.4493038455264025,0,0,374,CASH,0.4729514163435816,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.00964553024196292,20260909T013716356200839Z/calls/000375-no_memory.json,8b02a340c3234b0c3fc4ea0abcb700dd6e4ad8af1ad4a6707fc81f32cc63fa24,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
375,2022-01-11,2022-01-12,bear,0.0273276983703538,0.012292119750480168,0.45,0.005279590602223327,0.05,0.45527959060222334,0.449303772248637,5,5,375,CASH,0.4729513392090916,"[""episode-000370"", ""episode-000371"", ""episode-000375"", ""episode-000372"", ""episode-000364""]","[""episode-000370"", ""episode-000371"", ""episode-000372"", ""episode-000375"", ""episode-000364""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.012217185092101825,20260909T013716356200839Z/calls/000376-memory.json,6ae730af7995c5e803f735875f5c08c252410fa1126660dc07d050e5b69bf9b2,0.012292119750480168,0.45,0.005279590602223327,0.05,0.45527959060222334,0.449303772248637,0,0,375,CASH,0.4729513392090916,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.012217185092101825,20260909T013716356200839Z/calls/000376-no_memory.json,bd8b1c83dc6593f203b1fce74c0bc145b19df1a5ecbf09b707fde6eb724b1ebd,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
376,2022-01-12,2022-01-13,bear,-0.0305460012300403,-0.01375229015300683,0.45,0.006681440570003194,0.05,0.4566814405700032,0.44930400141630567,5,5,376,CASH,0.4729515804382165,"[""episode-000369"", ""episode-000203"", ""episode-000356"", ""episode-000355"", ""episode-000202""]","[""episode-000369"", ""episode-000203"", ""episode-000356"", ""episode-000355"", ""episode-000202""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.013847728906378321,20260909T013716356200839Z/calls/000377-memory.json,5588727c2e29c63674e8c50f0d020d60c2a6298af67211d65cdfad9aa6c28ba7,-0.01375229015300683,0.45,0.006681440570003194,0.05,0.4566814405700032,0.44930400141630567,0,0,376,CASH,0.4729515804382165,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.013847728906378321,20260909T013716356200839Z/calls/000377-no_memory.json,753564b50126c8cd101685a3a8c28b8b2e9c251e46e3a9c8d7619bf0928ab6ad,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
377,2022-01-13,2022-01-14,bear,0.012060620300752,0.005419572029500497,0.45,0.007665503013449926,0.05,0.4423344969865501,0.44930634908451744,2,5,377,CASH,0.4729540516679131,"[""episode-000377"", ""episode-000369"", ""episode-000376"", ""episode-000370"", ""episode-000363""]","[""episode-000377"", ""episode-000369""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.005404938995056255,20260909T013716356200839Z/calls/000378-memory.json,65263868cf6deb538a0c68c4e86a307383058b13a31fa27d827b5d330098e958,0.005419572029500497,0.45,0.007665503013449926,0.05,0.4423344969865501,0.44930634908451744,0,0,377,CASH,0.4729540516679131,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.005404938995056255,20260909T013716356200839Z/calls/000378-no_memory.json,cc24c47b8b474769f754fa5c2242a2ac8dfe9119cea09975daa42516041985b5,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
378,2022-01-14,2022-01-15,bear,0.0005502248492685,0.00024463155654319557,0.45,0.0029688905268247523,0.05,0.45296889052682476,0.4493041388654833,2,5,378,CASH,0.4729517251215614,"[""episode-000377"", ""episode-000378"", ""episode-000355"", ""episode-000356"", ""episode-000369""]","[""episode-000377"", ""episode-000378""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.00024460163912303114,20260909T013716356200839Z/calls/000379-memory.json,66113c6ce37fc3a110ddcdf2d099863925acfe98006b5893d24ad52828f2d1da,0.00024463155654319557,0.45,0.0029688905268247523,0.05,0.45296889052682476,0.4493041388654833,0,0,378,CASH,0.4729517251215614,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.00024460163912303114,20260909T013716356200839Z/calls/000379-no_memory.json,d638bef7e7a77ef02c3e7112720e233c191e0f67405d7b980772b34358ff73a3,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
379,2022-01-15,2022-01-16,bear,-0.0004153421351834,-0.00018704008232617308,0.45,0.0001361469400507076,0.05,0.4501361469400507,0.4493050744403043,5,5,379,CASH,0.4729527099371625,"[""episode-000379"", ""episode-000377"", ""episode-000378"", ""episode-000369"", ""episode-000205""]","[""episode-000379"", ""episode-000377"", ""episode-000378"", ""episode-000369"", ""episode-000205""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.00018705757650381368,20260909T013716356200839Z/calls/000380-memory.json,4b975947ed62352e0497fc027c91343eb8c83916c505c812025b66ebe198672f,-0.00018704008232617308,0.45,0.0001361469400507076,0.05,0.4501361469400507,0.4493050744403043,0,0,379,CASH,0.4729527099371625,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.00018705757650381368,20260909T013716356200839Z/calls/000380-no_memory.json,c1a343b34552db0c8f21f807a44d3c5200ab3e25b441e1518a71aae80df1a647,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
380,2022-01-16,2022-01-17,bear,-0.0201907653595362,-0.009085946294012825,0.45,0.00010281639524933883,0.05,0.4498971836047507,0.4493052446695655,5,5,380,CASH,0.4729528891258585,"[""episode-000380"", ""episode-000377"", ""episode-000379"", ""episode-000378"", ""episode-000369""]","[""episode-000380"", ""episode-000377"", ""episode-000379"", ""episode-000378"", ""episode-000369""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.009127475248671135,20260909T013716356200839Z/calls/000381-memory.json,96ee64234ebd9c011eb6770189720525565b75d2f22ec1e2d35d1fc80249b336,-0.009085946294012825,0.45,0.00010281639524933883,0.05,0.4498971836047507,0.4493052446695655,0,0,380,CASH,0.4729528891258585,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.009127475248671135,20260909T013716356200839Z/calls/000381-no_memory.json,f669ed2e81856cb47e7074e11841fe147a446d46ce5f1600f308df69cb6f7186,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
381,2022-01-17,2022-01-18,bear,0.0036792839492716,0.0016506263928770526,0.45,0.0050430346547213345,0.05,0.4449569653452787,0.44930769188984576,5,5,381,CASH,0.4729554651472061,"[""episode-000377"", ""episode-000378"", ""episode-000380"", ""episode-000381"", ""episode-000379""]","[""episode-000377"", ""episode-000378"", ""episode-000379"", ""episode-000380"", ""episode-000381""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.0016492656063602537,20260909T013716356200839Z/calls/000382-memory.json,19554182efe08669c4b58b119d5df0eac5139f15330b9e7419673b8bd56fee05,0.0016506263928770526,0.45,0.0050430346547213345,0.05,0.4449569653452787,0.44930769188984576,0,0,381,CASH,0.4729554651472061,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.0016492656063602537,20260909T013716356200839Z/calls/000382-no_memory.json,20d9c8e6cd1caf1e919383fb7b755715cb70200228c6f3e99ad6e6efa8b2117e,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
382,2022-01-18,2022-01-19,bear,-0.0162116484045641,-0.007296144267393001,0.45,0.0009091175716844924,0.05,0.4509091175716845,0.4493057107488937,5,5,382,CASH,0.4729533797356776,"[""episode-000378"", ""episode-000382"", ""episode-000377"", ""episode-000381"", ""episode-000380""]","[""episode-000378"", ""episode-000382"", ""episode-000377"", ""episode-000381"", ""episode-000380""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.007322891307565931,20260909T013716356200839Z/calls/000383-memory.json,4532a0166cd92d3498e8ee6cc177b7ac647ef9f95a9469c8d7dcbf87cead395e,-0.007296144267393001,0.45,0.0009091175716844924,0.05,0.4509091175716845,0.4493057107488937,0,0,382,CASH,0.4729533797356776,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.007322891307565931,20260909T013716356200839Z/calls/000383-no_memory.json,61f7a68fb7d9349b446c6386588ae2a80c198a34be3c0c1f59f0a1480e2ba55b,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
383,2022-01-19,2022-01-20,bear,-0.0230794331754555,-0.010389744820525015,0.45,0.0040418693946148165,0.05,0.4459581306053852,0.4493074558906685,5,5,383,CASH,0.4729552167270195,"[""episode-000376"", ""episode-000370"", ""episode-000378"", ""episode-000383"", ""episode-000369""]","[""episode-000376"", ""episode-000370"", ""episode-000378"", ""episode-000383"", ""episode-000369""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.010444095003355297,20260909T013716356200839Z/calls/000384-memory.json,7fb236165a7eb16a939585ed4cc85185f98645d6ad38306fb2a927e4e9e921bd,-0.010389744820525015,0.45,0.0040418693946148165,0.05,0.4459581306053852,0.4493074558906685,0,0,383,CASH,0.4729552167270195,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.010444095003355297,20260909T013716356200839Z/calls/000384-no_memory.json,b38ac0ab6aa49bc3d17ca480814a39eb0b64af64c4d8a3601975697d1a51fd59,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
384,2022-01-20,2022-01-21,bear,-0.1041460461392232,-0.04687122235602481,0.45,0.005772107345518307,0.05,0.4442278926544817,0.44930453178510943,5,5,384,CASH,0.4729521387211678,"[""episode-000384"", ""episode-000376"", ""episode-000378"", ""episode-000370"", ""episode-000383""]","[""episode-000384"", ""episode-000376"", ""episode-000378"", ""episode-000370"", ""episode-000383""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.04800525576447051,20260909T013716356200839Z/calls/000385-memory.json,2924d42532a9dc9eb02ede7069e07d1d4d683c2417017e8be9dc760320449b40,-0.04687122235602481,0.45,0.005772107345518307,0.05,0.4442278926544817,0.44930453178510943,0,0,384,CASH,0.4729521387211678,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.04800525576447051,20260909T013716356200839Z/calls/000385-no_memory.json,a3b2c8c7c7bd1a8b829c5311a768c9e7470387ad68aaa973c6adc435f86dc947,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
385,2022-01-21,2022-01-22,bear,-0.0383901522940056,-0.017302144901852112,0.45,0.027043562466437077,0.05,0.42295643753356293,0.4493037309373906,5,5,385,CASH,0.4729512957235691,"[""episode-000372"", ""episode-000373"", ""episode-000375"", ""episode-000374"", ""episode-000201""]","[""episode-000372"", ""episode-000373"", ""episode-000374"", ""episode-000375"", ""episode-000201""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.017453576278040922,20260909T013716356200839Z/calls/000386-memory.json,8a05473506cf50d21236570c8e5e77974e2ccd3ba9abb2efac16b59d2edc25d5,-0.017302144901852112,0.45,0.027043562466437077,0.05,0.42295643753356293,0.4493037309373906,0,0,385,CASH,0.4729512957235691,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,-0.017453576278040922,20260909T013716356200839Z/calls/000386-no_memory.json,8fe40fbc8af908f3c91da6b21dd8ae00662fd605205c9a44eac92b972e6ab317,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
386,2022-01-22,2022-01-23,bear,0.0340496989325791,0.015312547780816033,0.45,0.009668593136100023,0.05,0.4403314068639,0.44930357752596073,5,5,386,CASH,0.4729511342378534,"[""episode-000386"", ""episode-000343"", ""episode-000344"", ""episode-000372"", ""episode-000373""]","[""episode-000386"", ""episode-000343"", ""episode-000344"", ""episode-000372"", ""episode-000373""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.0151964939414879,20260909T013716356200839Z/calls/000387-memory.json,7fbcae3cca9b047c8d3acffc499331059a23c9382429e5f8957f95d11026107a,0.015312547780816033,0.45,0.009668593136100023,0.05,0.4403314068639,0.44930357752596073,0,0,386,CASH,0.4729511342378534,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.0151964939414879,20260909T013716356200839Z/calls/000387-no_memory.json,a6367288c173ef359b8ed511965d33a0b3e612816ab73356a73cc3fb5b0fd45b,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
387,2022-01-23,2022-01-24,bear,0.0114917492659121,0.005162944124365021,0.45,0.008300122976016844,0.05,0.45830012297601685,0.44930357525649656,2,5,387,CASH,0.4729511318489438,"[""episode-000386"", ""episode-000387"", ""episode-000372"", ""episode-000344"", ""episode-000373""]","[""episode-000386"", ""episode-000387""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.005149661825910252,20260909T013716356200839Z/calls/000388-memory.json,ac7166eb00b789d306e1d713025983178f130105a8da0c344afca87e7c001a67,0.005162944124365021,0.45,0.008300122976016844,0.05,0.45830012297601685,0.44930357525649656,0,0,387,CASH,0.4729511318489438,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.005149661825910252,20260909T013716356200839Z/calls/000388-no_memory.json,d421d1750729fbeecefe9e963abd4643490b6e7985ca7de40fab530416dc0891,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
388,2022-01-24,2022-01-25,bear,0.0072043242300257,0.003239107154784815,0.45,0.0028295753963704096,0.05,0.4528295753963704,0.44930357592334463,5,5,388,CASH,0.4729511325508891,"[""episode-000386"", ""episode-000388"", ""episode-000387"", ""episode-000372"", ""episode-000375""]","[""episode-000386"", ""episode-000388"", ""episode-000387"", ""episode-000372"", ""episode-000375""]","[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.003233872547794149,20260909T013716356200839Z/calls/000389-memory.json,611eb48ccd3b208c52dfada238484e4622563e58d4c67b005e2674d348e9d760,0.003239107154784815,0.45,0.0028295753963704096,0.05,0.4528295753963704,0.44930357592334463,0,0,388,CASH,0.4729511325508891,[],[],"[""HIGH_VOLATILITY"", ""BEARISH_ROUTER""]",False,0.003233872547794149,20260909T013716356200839Z/calls/000389-no_memory.json,9b93f6c99fdacb564441c79b95ae10bca9c5fe710205f9d5324a2740ca166890,True,False,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0
