decision_date,return_date,prob_bear,prob_bull,prob_mix,hard_regime,transition_day,router_entropy,router_confidence,router_transition_l1,return_1,return_7,return_30,return_90,realized_vol_30,drawdown_90,pretrade_exposure,current_ramoe_desired_exposure,requested_exposure,abstained,confidence,reason_codes,cited_memory_ids,similar_incidents_seen,active_lessons_seen,provider_status,desired_exposure,final_exposure,ambiguity_cvar,risk_fallback_used,turnover,asset_simple_return,portfolio_net_return,current_ramoe_net_return,log_advantage_vs_current_ramoe,request_sha256,response_sha256
2021-01-21,2021-01-22,3.6584205405918443e-22,0.99999999959248043,4.0751973137974237e-10,bull,False,8.3910183540175423e-09,0.99999999959248043,2.7902599470256401e-10,-0.13062805309460135,-0.21272370372450267,0.29462456764834277,1.3845571009965902,1.0024919645135193,-0.24032926676075705,0.46506097855195538,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040506862633543826,False,0.015060978551955373,0.0699822645020928,0.031476483746766704,0.031476483746766697,6.9388939039072284e-18,3b92ac51f892c97dfd4672a3ec597877afef62f99f7956a24be625d44a7aa372,c433e95363c43fe311e9c83e1904c82b3bd1ed6fd8f7a521abb930b88c722e00
2021-01-22,2021-01-23,1.5729985705437694e-13,0.99998800005799804,1.1999941844788204e-05,bull,False,0.00013468493142250262,0.99998800005799804,2.3999068964744233e-05,0.069982264502092884,-0.10436196255746932,0.41889422518800057,1.5158189247705303,1.015851211645219,-0.18716578857270949,0.46679180269433806,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040508523372442755,False,0.016791802694338054,-0.027623823881456299,-0.012447303815139477,-0.012447303815139499,2.2551405187698492e-17,8ac4f7fb95f28ed9cf82857363aa7a5f0351de924377fe90c9e86f938daf06d5,001ec955dce1797c6a005d849419104939d88c554dccbc71c187b24f0e94011d
2021-01-23,2021-01-24,2.5682694058980109e-14,0.99998923125743244,1.0768742541831724e-05,bull,False,0.00012192732190352262,0.99998923125743244,2.4623988689775057e-06,-0.027623823881456344,-0.10912422437846159,0.35188001600910002,1.4622780497536869,1.0246179553010277,-0.2096193776739993,0.44307704628496591,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040499054136957494,False,0.006922953715034097,0.0047493058347277996,0.0021302498762614253,0.0021302498762614001,2.4719809532669501e-17,9a8ad192723c92b8cdc6bc5d77f7826d0f17ce819893059eeb0fd720080ab135,da8240a7195441ba3d218f0d8bb50b79aaa1f99bcecceeb6a243574aaf1ce22f
2021-01-24,2021-01-25,9.9435340127836527e-13,0.99994054763358442,5.9452365421230682e-05,bull,False,0.00058067989407374165,0.99994054763358442,9.7367247696092266e-05,0.0047493058347278794,-0.10040011607272403,0.30586562763268743,1.4684035646475162,1.0192486529820142,-0.20586561837273065,0.45117294638759009,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040493536961292896,False,0.0011729463875900792,0.00034117730984779999,0.0001523566629617612,0.0001523566629617,6.1203212636806725e-17,7ce13adb6a2d84817ac97cad006564733e3210d8761de0ae9c0cc616b4e8bbb5,7f6dd67762b638699e8586669c5e4557cc00ffd3326190ba65a84ef239a3efa3
2021-01-25,2021-01-26,6.2121846605775831e-12,0.99975597394498839,0.00024402604879940001,bull,False,0.0020697589347952942,0.99975597394498839,0.00036914737719203532,0.00034117730984783989,-0.11910731648695005,0.21916580984637712,1.3614564571160801,0.99611620405897583,-0.20559467774074935,0.45008442842190949,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040492492520044658,False,8.442842190947708e-05,0.0077451840643922003,0.0034852481062934704,0.0034852481062934001,7.0256300777060687e-17,1d346b945460e5bf8ed67f6db0ede93d7e846789056dc5e7d55000baf9472fca,12c3aaec9a06b69b9d457927b6c5089d07493d8556a9b650747e3316ee930a4b
2021-01-26,2021-01-27,5.4366370740328064e-11,0.99955673288273195,0.00044326706290130001,bull,False,0.0035187891618298265,0.99955673288273195,0.00039848212451252499,0.0077451840643922854,-0.097236611495185143,0.23764246248281684,1.4476500312525888,0.99484846395416959,-0.19944186229811856,0.45191027511137899,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040494244433798628,False,0.0019102751113789784,-0.064552751976026099,-0.029050593173241213,-0.029050593173241199,-1.7347234759768071e-17,43276bd1d2ceb29a5c4bf66c8c3d8d7ef019719f234c8ce47b3c140e4f3b88cb,b9a9b68534eb70cbe5793d08b616626f386186e7979d59aad79b03d07fa9c3ad
2021-01-27,2021-01-28,6.8289999250882927e-12,0.99985830794348396,0.00014169204968660001,bull,False,0.0012719105171136774,0.99985830794348396,0.0006031501215040837,-0.064552751976026168,-0.14297714248667426,0.12366859094235316,1.2593110008025441,1.0236896358964092,-0.25112009320357742,0.433545202786429,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040668294876182343,False,0.016454797213571015,0.097710827522694499,0.043952694072665333,0.043952694072665499,-1.5959455978986625e-16,667ec0fd5602e4b0a59ee95c54d3d8b4ee851ca1be0b68fd2b08ef7293da9a26,daff36eecde983c3e167ea0c5c497e7d930cef2d8277428f8926eda236bdd000
2021-01-28,2021-01-29,3.3017673296720925e-08,0.99221638081704444,0.0077835861652823003,bull,False,0.041460370556990846,0.99221638081704444,0.015283854252879515,0.097710827522694554,0.08211827339902289,0.21912624196376407,1.4612865876592012,1.0700047982277747,-0.17794641779538067,0.47316487328950768,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040674732170830112,False,0.02316487328950767,0.027775447343504501,0.012475496894664317,0.0124754968946643,1.7347234759768071e-17,5f97df2e455310a98c5c94797cdbd621be09893cf4aecd839f3370d058dadbec,3830b3ae54bbceaf53f8e9626867285f1f002fdd33043049150bf267a93bc0c9
2021-01-29,2021-01-30,4.9416659070427356e-09,0.99217690364015221,0.0078230914181818007,bull,False,0.041634149316615451,0.99217690364015221,7.9010505799123143e-05,0.027775447343504567,0.039432735867638513,0.18820036925805472,1.4861240967435663,1.0596510659131615,-0.15511351180931687,0.45678956082735683,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040659022555905346,False,0.006789560827356822,-0.00054516089534670004,-0.00025211029810190411,-0.00025211029810189999,-4.1199682554449168e-18,3d77ce18c20aa64c3dd9080a0da12e6a207525793edcb7dcfd7f9ddb760035e2,12387068ec259a444641101d3a503d5c394a68bcc7ae74f2dad521c935dac664
2021-01-30,2021-01-31,1.0974394855376775e-09,0.99855326090885677,0.0014467379937034,bull,False,0.0099262770365411562,0.99855326090885677,0.012752714537409379,-0.00054516089534673018,0.068378785187401148,0.1842421604592841,1.4916130063810922,1.0598322722128963,-0.15557411088368533,0.44986503956958457,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.45000000000000001,0.040652638481710981,False,0.00013496043041544281,-0.034273446683642898,-0.015423183886568048,-0.015423183886568,-4.8572257327350599e-17,10b7a1b0dfb9dec77298b940ccf16bc4d8c00fccaf8e53896ab1f5a0e18cbbcc,2916c434a5a13c37f1a3fed769943496ce44d4288cb1c9d827a797b2190eb27a
2021-01-31,2021-02-01,1.1553993054078032e-09,0.99771531527533242,0.0022846835692681001,bull,False,0.014724451295034796,0.99771531527533242,0.0016758912670488707,-0.034273446683642961,0.0268847720160168,0.12766392256104409,1.4413482383824681,1.068648953107783,-0.18451549657260113,0.44138444378280134,0.48633642524161858,0.48633642524161858,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.48633642524161858,0.45000000000000001,0.040660774320001224,False,0.0086155562171986722,0.0123111866884537,0.0055313707231126052,0.0055313707231126,5.2041704279304213e-18,ce30f838ae98f06c4fe18ec797183aa1009aac2945f2234e7412e8fb10343ba5,49744d2aaae8632a10308b418e244c79fee6b4f92ea4620d226947addbac1ea0
2021-02-01,2021-02-02,3.6430535304816106e-08,0.99008664469351115,0.0099133188759533003,bull,False,0.050612490187452529,0.99008664469351115,0.015257341163642461,0.012311186688453768,0.039172400107899241,0.041076870031963031,1.390580531958145,1.0209679949130668,-0.17447591460936529,0.45303023112191931,0.48644089884165842,0.48644089884165842,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.48644089884165842,0.45000000000000001,0.040655416052384638,False,0.0030302311219193023,0.0587635048648842,0.026440466827925446,0.026440466827925401,4.5102810375396984e-17,614550f8fd58a9df886abff9091f98a8b63c7a3601d1273298e89b8189416893,f1842465cbf6c83849aff3a2874697fcbdf7eb3efc1be9c62facaeee52d3bbcc
2021-02-02,2021-02-03,4.5983316544060341e-07,0.94033294399962164,0.059666596167213003,bull,False,0.20576531581637525,0.94033294399962164,0.09950740138777936,0.058763504864884242,0.091781761793853223,0.076650009557357679,1.5085680352901254,1.0367620614815001,-0.12596522600143367,0.46416928097878102,0.48712226896651167,0.48712226896651167,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.48712226896651167,0.45000000000000001,0.040666102271916846,False,0.014169280978781007,0.060915536618083098,0.027397433788949321,0.027397433788949301,1.7347234759768071e-17,be9c6ac0357cfee4f6dd56a2a1ac8f142432c53e995e4f3a35678a885cd0777b,f16b9ee252331dd32e553f0ee88045ba46b06422af91a45cf14810b812e2a8b4
2021-02-03,2021-02-04,2.8358253182073616e-08,0.98448180815624364,0.0155181634855029,bull,False,0.072857684801682143,0.98448180815624364,0.088297728313244367,0.060915536618083133,0.23821865544007381,0.175632209751863,1.4152536392273101,1.0486908645008488,-0.072722928720445945,0.46467434236511573,0.48651765631131239,0.48651765631131239,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.48651765631131239,0.45000000000000001,0.040666586801290656,False,0.014674342365115722,-0.017656215136479098,-0.0079598545617751704,-0.0079598545617750992,-7.1123662515049091e-17,181868ac4e6b8470dde6ac2e95f305f1c41c3879fafc1cce864397dc0bc87ee9,ab70e35cefb444d3ef35677c94ebdfdd5f8afd45271eefb746263ce0290853e7
2021-02-04,2021-02-05,6.3166682630740039e-10,0.9963585374608076,0.0036414619075255,bull,False,0.021921285728189847,0.9963585374608076,0.023753458609127715,-0.017656215136479192,0.10808454282872093,0.087980818734095356,1.3740106176057107,1.0329152325648494,-0.089095132182082093,0.44559508842382067,0.4863550061281855,0.4863550061281855,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.4863550061281855,0.45000000000000001,0.04065673484862934,False,0.0044049115761793378,0.035571262854191502,0.016002592863089804,0.016002592863089801,3.4694469519536142e-18,cd0d8a39984303483d40aa1b5afd6a63199f43d7a982c4854c54ee5c9a70526f,7c95e513acb1014a0d7d49f3891e3bd643f59f7334c5cf99b0d32ffac0c15153
2021-02-05,2021-02-06,5.8373227163090585e-09,0.9947784182281072,0.0052215759345700004,bull,False,0.029716751231548995,0.9947784182281072,0.0031602384654007961,0.035571262854191543,0.11648951366983651,0.0408879901720971,1.5827196460845405,1.002798265754592,-0.056693095693768236,0.45866518337444101,0.486376645644922,0.486376645644922,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.486376645644922,0.45000000000000001,0.040660821929689936,False,0.008665183374440999,0.0250407336229947,0.011259567304826357,0.011259567304826299,5.5511151231257827e-17,7b6dbcf7aa3d43dc1c36aea4ec86851fda62648bb735ae8570f437e491bc4d58,9395b36d20555f616e8c1b1215117991de311b7f78d47a29eb9fb17cd88591d9
2021-02-06,2021-02-07,1.3344731874477851e-09,0.99702601994673723,0.0029739787187893002,bull,False,0.018452147853025416,0.99702601994673723,0.0044952034372602616,0.025040733622994749,0.14507147836689205,-0.0051596291959999929,1.5353500778237756,0.97585496412769757,-0.033071998778304135,0.45612852334740117,0.48634586504685018,0.48634586504685018,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.48634586504685018,0.45000000000000001,0.040658388391257495,False,0.0061285233474011602,-0.010283621098108301,-0.0046337296569607389,-0.0046337296569606999,-3.9898639947466563e-17,e9b02ca161356861e4ed6f766790beda7ba509630b970943ab30b400091f8875,b785709db97e72b0993a56b29eee16031b6bfa501f5af183de329562eb4282de
2021-02-07,2021-02-08,5.564989538147515e-10,0.99886063653332324,0.0011393629101776001,bull,False,0.0080651877121293205,0.99886063653332324,0.0036692331731719469,-0.01028362109810832,0.17351645065709009,-0.043015519972019245,1.534898742105538,0.97089551514316441,-0.043015519972019245,0.44744297079444917,0.48632074022366673,0.48632074022366673,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.48632074022366673,0.45000000000000001,0.040654962087313486,False,0.0025570292055508426,0.19413737455891319,0.087359038135583988,0.087359038135583905,8.3266726846886741e-17,6563442ea8aee00759d24b8648c082c5aa5f726aca349af21450b77e2c06afe8,733e087fb6f8820e52d9df56c4149d6fdd4b7368513e4dbc2a607347430632a7
