key,repeat,model,state_index,condition,first_condition,order,decision_date,return_date,regime,recorded,valid,model_digest,error,latency_seconds,prompt_tokens,output_tokens,stop_reason,request_sha256,response_record_sha256,transport_outcome_unknown,action,confidence,reason_labels,cited_episode_ids,desired_exposure,executed_exposure
r1-qwen3-coder_30b-s0674-hidden,1,qwen3-coder:30b,674,hidden,hidden,15,2023-11-05,2023-11-06,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.0061948373913765,1177,86,stop,844c94023f929b3713172308a35f6062d132284509fe28f326245b4941f5cb6a,4e2d471168f56720aaf486206c12b9d405ee3141cbdf0944bbb827a9159bfe8a,False,BTC,0.9999734770856205,HIGH_VOLATILITY|POSITIVE_MOMENTUM|HIGH_VOLATILITY|POSITIVE_MOMENTUM,,0.48590882255917545,0.5
r1-qwen3-coder_30b-s0674-exposed,1,qwen3-coder:30b,674,exposed,hidden,16,2023-11-05,2023-11-06,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,3.2122703175991774,1951,144,stop,a1f1eb8b7c9a06f9a16b9dd210b7d39c5217998656106004ae87e5d3eddd358d,d8941e3944b413478da2a6205d0e7eef8cd16af72a5c9b71597c4966ff16565c,False,BTC,0.9999734770856205,POSITIVE_MOMENTUM|HIGH_VOLATILITY|BULLISH_ROUTER|HIGH_VOLATILITY,episode-001037|episode-001034|episode-001036|episode-001038|episode-001035,0.48590882255917545,0.5
r1-qwen3-coder_30b-s0266-exposed,1,qwen3-coder:30b,266,exposed,exposed,17,2022-09-23,2022-09-24,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.8742349818348885,1947,132,stop,e43cd672219cf1239292d976dce0609e76e4a4ac51034e6551055f55377a421d,2766b9103224efbebff3f74d519c076f4531f717daef05f9251907a0ca782eba,False,CASH,0.9996922656305036,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,episode-000630|episode-000272|episode-000273|episode-000436|episode-000628,0.3762109876300274,0.4
r1-qwen3-coder_30b-s0266-hidden,1,qwen3-coder:30b,266,hidden,exposed,18,2022-09-23,2022-09-24,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7695535477250814,1172,69,stop,141b29afe40d1470dad6ae7caa0ddc007e6e81f3c348be553216e7d4e53ee500,fb7ad9b6beb6af1325487af095d34ca3e7d51927fca820f3e55de3f897cf4460,False,CASH,0.9996922656305036,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,,0.3762109876300274,0.4
r1-qwen3-coder_30b-s0069-hidden,1,qwen3-coder:30b,69,hidden,hidden,19,2022-03-10,2022-03-11,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7823746353387833,1170,69,stop,8a0c5db81e8f2abd4b5ae70e8923169bd6117b49e9bf494c84bf86f4ae20e017,95db35d86937c8a70be80ad4b6e508a68a920fcb946a8af4753503f916d2613e,False,CASH,0.9938820788214072,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,,0.43119272680256454,0.45
r1-qwen3-coder_30b-s0069-exposed,1,qwen3-coder:30b,69,exposed,hidden,20,2022-03-10,2022-03-11,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.8240796830505133,1925,120,stop,4b7cc0e782948ff8a6110a2b8f262ee846d28e063291379df8f3cee7771a1112,dac42c759f9f7e91b192dc5b70278fd8b9399d1d1bccd09aa3db260b7327873e,False,CASH,0.9938820788214072,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|BEARISH_ROUTER,episode-000272|episode-000433|episode-000269|episode-000431|episode-000273,0.43119272680256454,0.45
r1-qwen3-coder_30b-s0346-exposed,1,qwen3-coder:30b,346,exposed,exposed,21,2022-12-12,2022-12-13,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.926532732322812,1933,134,stop,403ca1673643fa68af6fa04a09c393697492b0af3e693ed7399d76e43ef73146,7794fb8c70102b5bf892041ad0ff5e50e5e6528974bbdc50d7e2595837f64b4e,False,CASH,0.7233093341459162,DRAWDOWN_RISK|BEARISH_ROUTER|HIGH_VOLATILITY,episode-000657|episode-000710|episode-000656|episode-000661|episode-000591,0.387376360101978,0.4
r1-qwen3-coder_30b-s0346-hidden,1,qwen3-coder:30b,346,hidden,exposed,22,2022-12-12,2022-12-13,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.6360114999115467,1161,62,stop,fdaee790294b01fdbcdd019f4349ec28be2388cb988a6fca493d53f6a74426cc,de87ccfa0f1d24b23ca9e10be141a73205d5ec241adae4f8813ecb94a07e4dd7,False,CASH,0.7233093341459162,DRAWDOWN_RISK|BEARISH_ROUTER,,0.387376360101978,0.4
r1-qwen3-coder_30b-s0937-exposed,1,qwen3-coder:30b,937,exposed,exposed,23,2024-07-25,2024-07-26,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.990941531956196,1956,134,stop,1b88df1d4d852f75fe82995b61bab1e6e1a2c470a1ebd7e9dbf6a566835e328d,bdd0f471509f60683d65a43775a4af47150b5bcaf08baff1603d26ef9b1e2128,False,ABSTAIN,0.9025875753026928,TRANSITION_RISK|MIXED_OR_UNCERTAIN|MEMORY_SUPPORT,episode-001241|episode-001255|episode-001249|episode-001240|episode-001122,0.4486256560144124,0.45
r1-qwen3-coder_30b-s0937-hidden,1,qwen3-coder:30b,937,hidden,exposed,24,2024-07-25,2024-07-26,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.8666592668741941,1171,79,stop,79a0d2d8f9471e27d4d89ee195b13b7aefab94bcc175d2157aaf71842ee02b54,6a53ffd897b61778799e937345c2dbe246a4c15ae978d91017b0cdacfb5cbe7d,False,ABSTAIN,0.9025875753026928,DRAWDOWN_RISK|MIXED_OR_UNCERTAIN|INSUFFICIENT_EVIDENCE,,0.4486256560144124,0.45
r1-qwen3-coder_30b-s0802-hidden,1,qwen3-coder:30b,802,hidden,hidden,25,2024-03-12,2024-03-13,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7841021679341793,1172,75,stop,c1072da3fef07e5e61706e763539ad7f4e684be5b5c084549ff3836d0b311af1,c6660dc676001dae6fe1b0a50f3a8ec09c1180903940d6fa55c4738a8a190b09,False,BTC,0.9999999890334582,HIGH_VOLATILITY|POSITIVE_MOMENTUM|BULLISH_ROUTER,,0.47524213394308423,0.5
r1-qwen3-coder_30b-s0802-exposed,1,qwen3-coder:30b,802,exposed,hidden,26,2024-03-12,2024-03-13,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,3.1591209154576063,1977,141,stop,815d9d205515532e08d9d047e54cfeccff9e696ce720110e65d9e09e6c686ad4,27b35f73456ca28c30e8e58df2f587764a48408d86b3428ee934ae0643015426,False,BTC,0.9999999890334582,HIGH_VOLATILITY|POSITIVE_MOMENTUM|BULLISH_ROUTER|HIGH_VOLATILITY,episode-001164|episode-001165|episode-001160|episode-001163|episode-001162,0.47524213394308423,0.5
r1-qwen3-coder_30b-s0536-exposed,1,qwen3-coder:30b,536,exposed,exposed,27,2023-06-20,2023-06-21,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.8391809929162264,1948,122,stop,c73f9b05f9d0b4554882559a692fbcb59513f177d08c8e52dd4af6666f8545c6,bcf848163fc60a9fbd14198d70c1320ddc1412f2413b64723208b298f37210f3,False,ABSTAIN,0.978085583455144,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|INSUFFICIENT_EVIDENCE,episode-000742|episode-000261|episode-000454|episode-000802|episode-000260,0.4757895943692693,0.5
r1-qwen3-coder_30b-s0536-hidden,1,qwen3-coder:30b,536,hidden,exposed,28,2023-06-20,2023-06-21,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.8869906347244978,1160,71,stop,2161f9d476a9c7f0871d3326b32035b482f235d1f501c65e882841103372102f,98279fc316b7abe6e528efa35627a2ae5b3bca22c549e7e15afa804b544a684f,False,BTC,0.978085583455144,POSITIVE_MOMENTUM|HIGH_VOLATILITY|BULLISH_ROUTER,,0.5020001146508059,0.5
r1-qwen3-coder_30b-s1173-hidden,1,qwen3-coder:30b,1173,hidden,hidden,29,2025-03-18,2025-03-19,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7992034442722797,1182,73,stop,4086b1470bccb06864897060dc032e8cb8fe9fb887a50e8440cb75b52f2b1647,ae7b3cefbc4a062f179496f8b9005c3eeb0b3f3f2354cc260d62e284af6c4125,False,CASH,0.96826506516007,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,,0.35981209858691304,0.35000000000000003
r1-qwen3-coder_30b-s1173-exposed,1,qwen3-coder:30b,1173,exposed,hidden,30,2025-03-18,2025-03-19,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.904088458046317,1930,131,stop,55422ec45af486bebb0b31edabe55eea8a0ef5b8e3793af68a98af4c908cfe6f,5f3139bcfe6202dcea35e69edc9a8edb2db4178899f9e3bafd295b6cdfad5689,False,CASH,0.96826506516007,DRAWDOWN_RISK|BEARISH_ROUTER|HIGH_VOLATILITY,episode-000270|episode-001536|episode-000271|episode-000489|episode-000362,0.35981209858691304,0.35000000000000003
r1-qwen3-coder_30b-s0210-exposed,1,qwen3-coder:30b,210,exposed,exposed,31,2022-07-29,2022-07-30,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.7133713886141777,1945,119,stop,87089d4114df7906d3ac1260f54eaa0742bc66c44dc26f8306acd66fa4dd2749,c324ebdeab9932f6334d2e409947223f36bfad64375436937d3344d45118361f,False,CASH,0.9992764185118208,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,episode-000574|episode-000568|episode-000569|episode-000573|episode-000206,0.39221898391870985,0.4
r1-qwen3-coder_30b-s0210-hidden,1,qwen3-coder:30b,210,hidden,exposed,32,2022-07-29,2022-07-30,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7576367687433958,1170,69,stop,6b831713fcb83ab64ee7d1588f2ccbf31f73bdcfc25f5050f9379033cdc76a1b,d5f2c55bee3da4d02f0d637dbf5c4789052bfc3d0484f07682c14ea3bd7a732a,False,CASH,0.9992764185118208,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,,0.39221898391870985,0.4
r1-qwen3-coder_30b-s0333-hidden,1,qwen3-coder:30b,333,hidden,hidden,33,2022-11-29,2022-11-30,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7533871326595545,1187,68,stop,fdb23c4ba77c2474e556788cf9eab0cb0ef5c294117365a8fe511e4e48bb9042,e0c001c539a84794566b6e29b7af92a0e6584c35ada8cad4de19cbad34dc9101,False,CASH,0.999959163056591,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,,0.3644795917125987,0.35000000000000003
r1-qwen3-coder_30b-s0333-exposed,1,qwen3-coder:30b,333,exposed,hidden,34,2022-11-29,2022-11-30,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.913120061159134,1964,131,stop,c7c5acd6bccd9b6822652bdb135a4b4c382d4ccf2e91a88e0507f5e01da7df9b,292b10f7b54bd8e075c4bb2cc5052bd4ef9cc635850823e05be3236ad3905e91,False,CASH,0.999959163056591,DRAWDOWN_RISK|BEARISH_ROUTER|HIGH_VOLATILITY,episode-000696|episode-000697|episode-000694|episode-000693|episode-000695,0.3644795917125987,0.35000000000000003
r1-qwen3-coder_30b-s0855-exposed,1,qwen3-coder:30b,855,exposed,exposed,35,2024-05-04,2024-05-05,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.9719066843390465,1951,133,stop,2b5dbc435a53d461b15e1c59cd31ef79413c4a029c3b07787c6d9748dd52e9ef,eb57436fe8674d4d104559365726f7c51ff23fcff18082986c1fc9de972a6638,False,ABSTAIN,0.9917780729284515,TRANSITION_RISK|MEMORY_SUPPORT|HIGH_VOLATILITY,episode-001219|episode-000118|episode-001130|episode-000897|episode-000329,0.459160345202027,0.45
r1-qwen3-coder_30b-s0855-hidden,1,qwen3-coder:30b,855,hidden,exposed,36,2024-05-04,2024-05-05,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.9157936107367277,1162,79,stop,ffebf4d95e70ef3fef63f1f747defc0648da0b2babafad0ecfb13ba60c7bf6e1,284404ba8d6d0f331b1728c8586344e555f18442ecfc44676cb61a3cabb7a91f,False,ABSTAIN,0.9917780729284515,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|INSUFFICIENT_EVIDENCE,,0.459160345202027,0.45
r1-qwen3-coder_30b-s1041-exposed,1,qwen3-coder:30b,1041,exposed,exposed,37,2024-11-06,2024-11-07,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.9938780926167965,1915,141,stop,b5193e3ab8b52cd8b38f374061356c6937c614514d9f17b090d77c218f29e1c7,49447d09e169f4d63ffe504c691f10b8fe140f66399948d93511f0d152ebfc94,False,BTC,0.9844354143273732,HIGH_VOLATILITY|POSITIVE_MOMENTUM|BULLISH_ROUTER|HIGH_VOLATILITY,episode-000777|episode-000104|episode-000913|episode-000779|episode-000816,0.4667513764716749,0.45
r1-qwen3-coder_30b-s1041-hidden,1,qwen3-coder:30b,1041,hidden,exposed,38,2024-11-06,2024-11-07,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.010249387472868,1146,88,stop,00de02ef068254fdab9b4e5cc47f9d44b7608b16fd74c3353cc0eb5665fcd188,ecc8b3c56f5cd711d109ed84b7df5b2c1eec9230390368adf7a826ffa92d0767,False,BTC,0.9844354143273732,HIGH_VOLATILITY|POSITIVE_MOMENTUM|HIGH_VOLATILITY|POSITIVE_MOMENTUM,,0.4667513764716749,0.45
r1-qwen3-coder_30b-s0548-exposed,1,qwen3-coder:30b,548,exposed,exposed,39,2023-07-02,2023-07-03,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.8104505352675915,1991,119,stop,c93e8822fbfeafe6d365cb218ccdc082f0b07800c27c3ee3283469809ea4d822,b348723f155d8cda86b37009d79124141c4330f92c953c8f892c23529d1fbd5d,False,BTC,0.9644542229144348,HIGH_VOLATILITY|POSITIVE_MOMENTUM|BULLISH_ROUTER|HIGH_VOLATILITY,episode-000816|episode-000314|episode-000838,0.48631899511304105,0.5
r1-qwen3-coder_30b-s0548-hidden,1,qwen3-coder:30b,548,hidden,exposed,40,2023-07-02,2023-07-03,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.023930050432682,1175,86,stop,520e079c54c8f914d82e07f51e741724bdee433a5cdaafbe3f777d1b7ec383ef,7da52a6d9f40c01ff3d648260c7788d6ccbe3fefb90d1d75547f605139b831e6,False,BTC,0.9644542229144348,HIGH_VOLATILITY|POSITIVE_MOMENTUM|BULLISH_ROUTER|HIGH_VOLATILITY,,0.48631899511304105,0.5
r1-qwen3-coder_30b-s0112-hidden,1,qwen3-coder:30b,112,hidden,hidden,41,2022-04-22,2022-04-23,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.5851718038320541,1164,62,stop,7fba10050537296dc680e4af3d65963d57576c897b89cc0d7cabfc29a3586ba3,f101157248d68f9234627293011233da5f26353e829315dbf3b59301d4bd72ff,False,CASH,0.5773557695243628,DRAWDOWN_RISK|BEARISH_ROUTER,,0.43692383002916035,0.45
r1-qwen3-coder_30b-s0112-exposed,1,qwen3-coder:30b,112,exposed,hidden,42,2022-04-22,2022-04-23,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.902651919052005,1895,132,stop,cc1957f3cd4fcedb1b5faa76ab593904da93ffbeab107f1b0e91754d9fb8ff3c,dd58a3e4ba35bf06e5805d095f8656c791d69ba5835e4e29e0948d66a145cbd0,False,CASH,0.5773557695243628,DRAWDOWN_RISK|BEARISH_ROUTER|HIGH_VOLATILITY,episode-000470|episode-000474|episode-000472|episode-000338|episode-000467,0.43692383002916035,0.45
r1-qwen3-coder_30b-s1012-exposed,1,qwen3-coder:30b,1012,exposed,exposed,43,2024-10-08,2024-10-09,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,3.000363167375326,1941,135,stop,493b46db86abb6b23d9288afeff83877ce03dff3a6e610c1c40a96c209b262ee,f828b60e239cffc0e5386a1195ea8cfd27a516c106ab1368526373ac0868c14b,False,ABSTAIN,0.7835616699925309,TRANSITION_RISK|MEMORY_SUPPORT|HIGH_VOLATILITY,episode-001011|episode-001248|episode-001374|episode-001013|episode-001014,0.4313971655924803,0.45
r1-qwen3-coder_30b-s1012-hidden,1,qwen3-coder:30b,1012,hidden,exposed,44,2024-10-08,2024-10-09,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.9128824695944786,1173,79,stop,85d91603ae538be481604c71dc26c30328f0bcebaf9e5342a1a1b1d89e953102,be238ce66c22d4ef1659926db96e77c76880194d53fed9815fdbac0faf5a88c2,False,ABSTAIN,0.7835616699925309,DRAWDOWN_RISK|MIXED_OR_UNCERTAIN|INSUFFICIENT_EVIDENCE,,0.4313971655924803,0.45
r1-qwen3-coder_30b-s0184-exposed,1,qwen3-coder:30b,184,exposed,exposed,45,2022-07-03,2022-07-04,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,3.2357597667723894,2004,144,stop,2ed85c6e5ba8864d07589377c25f92b4eed035b8dd232b41abce5320e7e612a5,778ae781912b4d58a3f714691add5e132292a57a9963951b0d29638cb92fdb08,False,CASH,0.9999999999823148,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|DRAWDOWN_RISK|BEARISH_ROUTER,episode-000547|episode-000548|episode-000537|episode-000536|episode-000546,0.39217237317701487,0.35000000000000003
