key,repeat,model,state_index,condition,first_condition,order,decision_date,return_date,regime,recorded,valid,model_digest,error,latency_seconds,prompt_tokens,output_tokens,stop_reason,request_sha256,response_record_sha256,transport_outcome_unknown,action,confidence,reason_labels,cited_episode_ids,desired_exposure,executed_exposure
r1-qwen3-coder_30b-s1102-hidden,1,qwen3-coder:30b,1102,hidden,hidden,11,2025-01-06,2025-01-07,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.9157487079501152,1166,77,stop,cdec53e08b1db72950166d2454eeb63d240618a859cc2fc6be24159449f743b1,fb0e7f9fd1c2c7d7ce91a2832f37a702e03409176d21a9d14e0d1d54e013dfcb,False,BTC,0.9953746280000872,HIGH_VOLATILITY|POSITIVE_MOMENTUM|BULLISH_ROUTER,,0.4568985520596136,0.45
r1-qwen3-coder_30b-s1102-exposed,1,qwen3-coder:30b,1102,exposed,hidden,12,2025-01-06,2025-01-07,bull,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,3.205021133646369,1935,143,stop,b1f77c9b68d8e0ba7204207d70aac352dfdcf1f7e847023d62a8a8321b03795c,298f3c80074ffcd9869b57c349c780329bdc04cbee5985aa55266987d7db852b,False,BTC,0.9953746280000872,HIGH_VOLATILITY|POSITIVE_MOMENTUM|BULLISH_ROUTER|HIGH_VOLATILITY,episode-000780|episode-001103|episode-001100|episode-001105|episode-000836,0.4568985520596136,0.45
r1-qwen3-coder_30b-s0047-hidden,1,qwen3-coder:30b,47,hidden,hidden,13,2022-02-16,2022-02-17,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7969745136797428,1169,69,stop,d207dd8d17dc9e35dc130c9d0a5380583235323b1254e60511d17bd439f2637a,f86260dc4f16082a87ef6467e8fe6d4c3770d11492d2a7de8554d77a8e28bac1,False,CASH,0.9697094051762086,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,,0.43900417877115727,0.45
r1-qwen3-coder_30b-s0047-exposed,1,qwen3-coder:30b,47,exposed,hidden,14,2022-02-16,2022-02-17,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.594574274495244,1944,111,stop,5b8a2ef84d3a4e8d6fece4cb5e404bba5528e95553f5b8ae2340d9094da42a33,230cbd2da88a93a8a2bdcb715a7a4f31f99679ce160a1a7e62f58d0dde619511,False,CASH,0.9697094051762086,DRAWDOWN_RISK|BEARISH_ROUTER,episode-000411|episode-000409|episode-000410|episode-000408|episode-000407,0.43900417877115727,0.45
r1-qwen3-coder_30b-s0950-exposed,1,qwen3-coder:30b,950,exposed,exposed,15,2024-08-07,2024-08-08,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.882944105193019,1939,133,stop,4681442abfdad58c4d89f49c466c32b2a43b6040b65730412d52485c6db96e0b,46095b775a94fed84dc2f0018788342b5b5e692afe0a508641bb8405d1c13925,False,CASH,0.6405151255996256,DRAWDOWN_RISK|BEARISH_ROUTER|HIGH_VOLATILITY,episode-000481|episode-000267|episode-000490|episode-000467|episode-001285,0.38108528462118496,0.4
r1-qwen3-coder_30b-s0950-hidden,1,qwen3-coder:30b,950,hidden,exposed,16,2024-08-07,2024-08-08,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.6343272309750319,1166,62,stop,057e7982f52ba19270a50cbef9ca19be00b066f9458a34892335be45556e8597,db7b3da42340ff983ffc861f72549ca0c3d988ee499798ba70d4d04e41e068a6,False,CASH,0.6405151255996256,DRAWDOWN_RISK|BEARISH_ROUTER,,0.38108528462118496,0.4
r1-qwen3-coder_30b-s1032-exposed,1,qwen3-coder:30b,1032,exposed,exposed,17,2024-10-28,2024-10-29,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.717984851449728,1914,128,stop,677411af8cea64a4433bf8d74038afd6c0701f2e4d4548d5fbf9ef0cb604157e,ddebb351b07e87a68d4e5f2b39032c0a8b0a1ec3c4927afe313d818fc5d3476f,False,ABSTAIN,0.5954953261333562,MIXED_OR_UNCERTAIN|INSUFFICIENT_EVIDENCE,episode-000910|episode-001367|episode-000853|episode-001253|episode-001252,0.4331843479775955,0.45
r1-qwen3-coder_30b-s1032-hidden,1,qwen3-coder:30b,1032,hidden,exposed,18,2024-10-28,2024-10-29,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.9139544516801834,1153,73,stop,e419f7c595f0944cbb4a1172b9d6c6c00dd7fa65bcb3e50122a93710992b4c2b,3c73a30c300920851f7df03dc87ecc821a46ec6fcd392ad76b1c2842a9c357b2,False,ABSTAIN,0.5954953261333562,HIGH_VOLATILITY|MIXED_OR_UNCERTAIN|INSUFFICIENT_EVIDENCE,,0.4331843479775955,0.45
r1-qwen3-coder_30b-s0410-hidden,1,qwen3-coder:30b,410,hidden,hidden,19,2023-02-14,2023-02-15,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7922389265149832,1164,73,stop,4eed08eebb58f21d5867051784bfb23d4e7408169ab58648eec93df07931e366,9b7c60997f1cc1a0de3d9e0082229b83d50391243fdc66ca669994ec06c21a12,False,ABSTAIN,0.6328995166836989,HIGH_VOLATILITY|MIXED_OR_UNCERTAIN|INSUFFICIENT_EVIDENCE,,0.4771110911596596,0.5
r1-qwen3-coder_30b-s0410-exposed,1,qwen3-coder:30b,410,exposed,hidden,20,2023-02-14,2023-02-15,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.9512784890830517,1934,136,stop,9cbe33703809bb15125b78568c746c311ccf8d388ed6fe6ad3b2972bb287b3ca,a9c55b92b816f89530fd7a8ee95eb32de3c4a3844c7d22d4df2d6dcc64935475,False,ABSTAIN,0.6328995166836989,MIXED_OR_UNCERTAIN|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,episode-000250|episode-000286|episode-000100|episode-000236|episode-000774,0.4771110911596596,0.5
r1-qwen3-coder_30b-s0261-exposed,1,qwen3-coder:30b,261,exposed,exposed,21,2022-09-18,2022-09-19,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,2.8644264061003923,1937,131,stop,221b718ef56abe4dbd2cab1200a639bc03ea9badea02cd2d498fbcaa83780a4e,8bba3e88374bed853e147bce989a3adb8b39ae93dc1da11e208d77bfae171a8e,False,CASH,0.999610813891717,DRAWDOWN_RISK|BEARISH_ROUTER|HIGH_VOLATILITY,episode-000432|episode-000431|episode-000625|episode-000624|episode-000598,0.3762175365814548,0.4
r1-qwen3-coder_30b-s0261-hidden,1,qwen3-coder:30b,261,hidden,exposed,22,2022-09-18,2022-09-19,bear,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.7596609443426132,1166,68,stop,67253824e0cb59c100b01e48bd7a99136b8c49096db7bbb061c54f4d0d9510bf,63f8722af48e0b5941b850fe154210265eda3d5d0daea4846a6221a06ae232da,False,CASH,0.999610813891717,DRAWDOWN_RISK|HIGH_VOLATILITY|BEARISH_ROUTER,,0.3762175365814548,0.4
r1-qwen3-coder_30b-s0608-exposed,1,qwen3-coder:30b,608,exposed,exposed,23,2023-08-31,2023-09-01,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,3.18608121573925,1951,134,stop,5b8471b62bbe5ee5b1f0664dabfbc78c05e44ccb7a8fdb4283999cf7a206f2db,b83dab204d733a17e965bb75f5a9f48db05dd2c44430fba5ad1ca7977989e69f,False,ABSTAIN,0.9596264655593248,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|NEGATIVE_MOMENTUM|MIXED_OR_UNCERTAIN,episode-000869|episode-000867|episode-000868|episode-000865|episode-000896,0.4588989570657272,0.45
r1-qwen3-coder_30b-s0608-hidden,1,qwen3-coder:30b,608,hidden,exposed,24,2023-08-31,2023-09-01,mix,True,True,06c1097efce0431c2045fe7b2e5108366e43bee1b4603a7aded8f21689e90bca,,1.8932641632854939,1163,74,stop,20f5e1fa88c625d655110fdaff60d7481bdb24bc879cca9b1691bd86da13197c,209d35dcad31cd0f4cffb48e9c6b46204d9897ff871349946867a644efd44616,False,ABSTAIN,0.9596264655593248,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|MIXED_OR_UNCERTAIN,,0.4588989570657272,0.45
r1-deepseek-r1_8b-s0884-exposed,1,deepseek-r1:8b,884,exposed,exposed,25,2024-06-02,2024-06-03,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,7.135810188949108,1949,60,stop,b76ed711bd7a5a1610b62c944734f5fffe7493139f720637962f5cd036108a7c,5ffc91081202b8dbaf7f4647ecaef2a1661e9aa34efa7ab65e1b9b7e423141e0,False,ABSTAIN,0.99,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4535147648038835,0.45
r1-deepseek-r1_8b-s0884-hidden,1,deepseek-r1:8b,884,hidden,exposed,26,2024-06-02,2024-06-03,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.723264304921031,1163,59,stop,94e716b8b780b7a0759d8f588c73a96006827f6d88633e6ae37a8ab50fb31e4b,f3856598f5aa197ebd7be5803ff81a3bb408b975aecafd04f3b4a76849579672,False,ABSTAIN,0.95,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4535147648038835,0.45
r1-deepseek-r1_8b-s0166-hidden,1,deepseek-r1:8b,166,hidden,hidden,27,2022-06-15,2022-06-16,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.5702019073069096,1165,58,stop,2bb7e0d68317fa02c4182a6e48432dfa7fe030635f456af11c0ac3ba26134c37,d21bdbb75239e12e2a2bc7564fa671dec9ded47c63f38ed8c1bf0c0bec330d28,False,ABSTAIN,0.99,BEARISH_ROUTER|NEGATIVE_MOMENTUM|HIGH_VOLATILITY,,0.4313624299371496,0.45
r1-deepseek-r1_8b-s0166-exposed,1,deepseek-r1:8b,166,exposed,hidden,28,2022-06-15,2022-06-16,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,2.098145240917802,1940,69,stop,1758722ac88ac4c8641b2a57b1cc4f040d50dec5d71b591923fe84c9aa03c320,b98dcfa144ec07baa4aa2693e58393c218ad72b29feb99b003db365f891c90b3,False,ABSTAIN,0.9999999999999999,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|HIGH_VOLATILITY,,0.4313624299371496,0.45
r1-deepseek-r1_8b-s0814-hidden,1,deepseek-r1:8b,814,hidden,hidden,29,2024-03-24,2024-03-25,bull,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.6495080161839724,1159,59,stop,fd075ef829698b79d1a0a17c0125b28b3dbe8423f6bdcf46961fc334d1513038,25f4e1c11e78488dad50fd864b3b45ad628f6027f0780af16b08ca9c00907bcf,False,ABSTAIN,0.99,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4476242922021587,0.45
r1-deepseek-r1_8b-s0814-exposed,1,deepseek-r1:8b,814,exposed,hidden,30,2024-03-24,2024-03-25,bull,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.9551239218562841,1968,52,stop,6f684bc094d55dccff509b8b7775d9c12da47be4cc00d1342fc2dc13f29af531,9d6cd210919f8a0c0c8bf186675a07cf03bc9eb0d21ae1c10845ae1c45a46adb,False,ABSTAIN,0.999,HIGH_VOLATILITY|HIGH_VOLATILITY,,0.4476242922021587,0.45
r1-deepseek-r1_8b-s0449-exposed,1,deepseek-r1:8b,449,exposed,exposed,31,2023-03-25,2023-03-26,bull,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.627553740516305,1867,46,stop,cef68f994b51520bf798bae26ac660b9ed26c6c89927adefd521ef2aff9a513c,76a720d01b289836ea9b166f54213ba8ef328298f27398589382274affacab34,False,ABSTAIN,0.5,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.469478034843603,0.45
r1-deepseek-r1_8b-s0449-hidden,1,deepseek-r1:8b,449,hidden,exposed,32,2023-03-25,2023-03-26,bull,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.6432833317667246,1158,59,stop,b460bf0006bc1e06fcbeda1ca97c06fc381ddd00114eac6c164dc29f68ee370f,20ecde5882357c69af9421d3d33282b576d35bf25ae05304fd618a301650e806,False,ABSTAIN,0.95,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.469478034843603,0.45
r1-deepseek-r1_8b-s0695-hidden,1,deepseek-r1:8b,695,hidden,hidden,33,2023-11-26,2023-11-27,bull,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.659883826971054,1162,59,stop,4124fdae2c972fa75b1b335df5d29a883e7cb1043607c5b597469e60bb79ab59,bba23a23cb4c7d9fa9c39163e4967e5f0a1aaf33c7be090058cf727458ee7ffc,False,ABSTAIN,0.99,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4588517046430866,0.45
r1-deepseek-r1_8b-s0695-exposed,1,deepseek-r1:8b,695,exposed,hidden,34,2023-11-26,2023-11-27,bull,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.7523855492472649,1933,48,stop,9f9cff21f10daf2b4de66bc9054747d80a01279f8bbe1ace745c4a098f2e4728,25554da9c24d45b661701c0421e116f0266a194e488d61e6c1b28a32b61b3215,False,ABSTAIN,0.999,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.4588517046430866,0.45
r1-deepseek-r1_8b-s1102-hidden,1,deepseek-r1:8b,1102,hidden,hidden,35,2025-01-06,2025-01-07,bull,True,False,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,ContractError: TRUNCATED: output hit num_predict,7.867881240323186,1159,512,length,3d2e7bc1ae7084cdac8947d062950eea08ac82d8347d3eb51ab27de841cdc399,9729c6a1195b1c6ba38b6abce8666c6b6d19799ad66be2291330fd6acb0b324c,False,,,,,,
r1-deepseek-r1_8b-s1102-exposed,1,deepseek-r1:8b,1102,exposed,hidden,36,2025-01-06,2025-01-07,bull,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.7112277448177338,1928,47,stop,b8a6c2d68739762875b2d0d78d238fa72f766ba46cb97a56ed850c473239a325,e8a608ea0f2e1b7240cf6bfd4495d4b24bcd56286908fe284501b98cdcaede3e,False,ABSTAIN,0.999,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.4283142653259091,0.45
r1-deepseek-r1_8b-s0047-hidden,1,deepseek-r1:8b,47,hidden,hidden,37,2022-02-16,2022-02-17,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.689016453921795,1162,60,stop,7d73a51f463c53aa80e50efbc76b944ec57aa801f548cbeb1480e4f80858aefe,615133d72981cfe642c48b1aa7c5af7993f10d846d0ae915d5c1b020493fa2d6,False,ABSTAIN,0.99,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|HIGH_VOLATILITY,,0.4621096618643761,0.45
r1-deepseek-r1_8b-s0047-exposed,1,deepseek-r1:8b,47,exposed,hidden,38,2022-02-16,2022-02-17,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,2.0233576484024525,1937,68,stop,76e30b4b3987c9989107b22c179a609de04801d6d35ce6a8868555bd4641d9b5,d4cf035cba1cda0d6bb1679d03f6fdd3d4ed93cbaf4c1ae21b39569fdfb27353,False,CASH,0.9976142822242416,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-000409,0.43900417877115727,0.45
r1-deepseek-r1_8b-s0950-exposed,1,deepseek-r1:8b,950,exposed,exposed,39,2024-08-07,2024-08-08,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.9371010400354862,1932,55,stop,f4b942bc082f6040402f93b8c4e54912245a7b8e87b5b22546bf73dbe30c022b,376571c2b5d593f1fca340c247fb46b0731dcf0c1dc8f444be93409fe113de92,False,ABSTAIN,0.99,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|BEARISH_ROUTER,,0.4011424048644052,0.4
r1-deepseek-r1_8b-s0950-hidden,1,deepseek-r1:8b,950,hidden,exposed,40,2024-08-07,2024-08-08,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.622445059940219,1159,55,stop,d263c4166205db0521ace4aed38b4800d8aa882d78c924ff3067c186914b5bdc,ec7b45a29da83d9e2288ff1821e554b75f491a45cd9262735abeb1cbfa7a4e63,False,ABSTAIN,0.99,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|HIGH_VOLATILITY,,0.4011424048644052,0.4
r1-deepseek-r1_8b-s1032-exposed,1,deepseek-r1:8b,1032,exposed,exposed,41,2024-10-28,2024-10-29,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.978744674474001,1907,55,stop,157ffa253926fbf24a63cddce0e8c9b4c4181106ff5d6080ac0b19870a5ca5e2,28615f03e8539a9de773729e6c3eec343265e42026346e862777cbbe245ab09a,False,ABSTAIN,0.999,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4331843479775955,0.45
r1-deepseek-r1_8b-s1032-hidden,1,deepseek-r1:8b,1032,hidden,exposed,42,2024-10-28,2024-10-29,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.6532878950238228,1146,59,stop,49206ef7b6a90b50e0bd47947775743895a5f3b2a7b00aa8b6523a7591746ac7,26f6d3f80680404569ac34fc5dcb2412e4669ecff04c19bdfa9b32ccd9864f37,False,ABSTAIN,0.95,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4331843479775955,0.45
r1-deepseek-r1_8b-s0410-hidden,1,deepseek-r1:8b,410,hidden,hidden,43,2023-02-14,2023-02-15,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.5853859316557646,1157,59,stop,576fcb0990fdc96b3746a2f7641bf3a3993e3e1bedc74430a756015f4946d66f,f7c4220581ac7fae8defdd5529d37142488c22b6e4f1729cb6dd36de9ad070dd,False,ABSTAIN,0.95,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4771110911596596,0.5
r1-deepseek-r1_8b-s0410-exposed,1,deepseek-r1:8b,410,exposed,hidden,44,2023-02-14,2023-02-15,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,2.019257068634033,1927,60,stop,427999fa272f0c2042d5c1d0aee5600646924490276cd72e41abbb47d3c79e53,3b52f0edd9a767e30467c1527ad87cd39f25dcab5382ac39183bddf25dcad871,False,ABSTAIN,0.95,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4771110911596596,0.5
r1-deepseek-r1_8b-s0261-exposed,1,deepseek-r1:8b,261,exposed,exposed,45,2022-09-18,2022-09-19,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,1.8546267990022898,1930,61,stop,d320082ac8df4ea700a00315a9faabb2f8636080e73362fafaaccad33303af58,9ba50ad4eb7f4d5a43fc35a1ee0bdb4caf9dabcfa306e08098e4e6c6800340ee,False,CASH,0.9997221593781372,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.3762175365814548,0.4
r1-deepseek-r1_8b-s0261-hidden,1,deepseek-r1:8b,261,hidden,exposed,46,2022-09-18,2022-09-19,bear,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,2.0780622251331806,1159,93,stop,37f5dfe1b26234417078127ebd46e84fd97485f0ae11805a942476448f714a4d,ceea49a08129724adccfbe5732cdefe65ab10302bbe6b2f28fb06cdebac6ccdd,False,ABSTAIN,0.999,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|HIGH_VOLATILITY|NEGATIVE_MOMENTUM|HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.3960184595594261,0.4
r1-deepseek-r1_8b-s0608-exposed,1,deepseek-r1:8b,608,exposed,exposed,47,2023-08-31,2023-09-01,mix,True,True,6995872bfe4c521a67b32da386cd21d5c6e819b6e0d62f79f64ec83be99f5763,,2.1652815714478493,1944,75,stop,b57bfeedfbd3c056278bf15df3faf6263549c25c24f697917aeb7c3fac64957f,edd473c13a988205816c8ae867d15d8715386c76c5e37292bf08e447fde8b343,False,ABSTAIN,0.9596264655593248,HIGH_VOLATILITY|NEGATIVE_MOMENTUM|INSUFFICIENT_EVIDENCE,,0.4588989570657272,0.45
