index,decision_date,return_date,hard_regime,asset_simple_return,memory_net_return,memory_exposure,memory_turnover,memory_action,memory_beta,memory_valid,memory_cited_memory_count,memory_retrieved_memory_count,memory_memory_total_before,memory_shadow_net_return,memory_pretrade_exposure,memory_shadow_pretrade_exposure,memory_desired_exposure,memory_shadow_exposure,memory_confidence,memory_error,memory_request_sha256,memory_latency_seconds,memory_core_desired_exposure,memory_action_headroom,memory_projection_changes_selected_target,memory_retrieved_memory_cross_year_count,memory_retrieved_memory_max_age_days,memory_wealth_before,memory_wealth_after,memory_preview_btc_desired_exposure,memory_preview_btc_exposure,memory_preview_cash_desired_exposure,memory_preview_cash_exposure,memory_preview_abstain_desired_exposure,memory_preview_abstain_exposure,no_memory_net_return,no_memory_exposure,no_memory_turnover,no_memory_action,no_memory_beta,no_memory_valid,no_memory_cited_memory_count,no_memory_retrieved_memory_count,no_memory_memory_total_before,no_memory_shadow_net_return,no_memory_pretrade_exposure,no_memory_shadow_pretrade_exposure,no_memory_desired_exposure,no_memory_shadow_exposure,no_memory_confidence,no_memory_error,no_memory_request_sha256,no_memory_latency_seconds,no_memory_core_desired_exposure,no_memory_action_headroom,no_memory_projection_changes_selected_target,no_memory_retrieved_memory_cross_year_count,no_memory_retrieved_memory_max_age_days,no_memory_wealth_before,no_memory_wealth_after,no_memory_preview_btc_desired_exposure,no_memory_preview_btc_exposure,no_memory_preview_cash_desired_exposure,no_memory_preview_cash_exposure,no_memory_preview_abstain_desired_exposure,no_memory_preview_abstain_exposure
10,2021-01-11,2021-01-12,bull,-0.041306200994252397,-0.02067068481869816,0.5,0.01795515111240692,BTC,0.050000000000000003,True,2,5,10,-0.028949578894313266,0.48204484888759308,0.73628742531508706,0.52500000000000002,0.70000000000000007,0.99999999999999956,,89da5d0488778f8dcfecf552de67a1e71c80ae5605d4e172874762c60a0ad333,7.3942467793822289,0.5,True,True,0,8,1.0889912822387402,1.0664810866732732,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,-0.02067068481869816,0.5,0.01795515111240692,BTC,0.050000000000000003,True,0,0,10,-0.028949578894313266,0.48204484888759308,0.73628742531508706,0.52500000000000002,0.70000000000000007,0.94999999999999996,,c18b2a24d9d9efd055a5d82ce630e10623003b51cc10f8aa6ea514efe6c185e1,5.5396792870014906,0.5,True,True,0,,1.0889912822387402,1.0664810866732732,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
11,2021-01-12,2021-01-13,bull,0.097021079290176795,0.048499483811063504,0.5,0.010544323215609275,BTC,0.050000000000000003,True,0,5,11,0.067905216267080126,0.48945567678439073,0.6910674180741071,0.52500000000000002,0.70000000000000007,0.99999999999999922,,0bbbc8b2e35de33a9198acb6f1175f2742d6cd82717f1030b52fb1de73fd764b,6.3661622665822506,0.5,True,True,0,10,1.0664810866732732,1.118204868871189,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,0.048499483811063504,0.5,0.010544323215609275,BTC,0.050000000000000003,True,0,0,11,0.067905216267080126,0.48945567678439073,0.6910674180741071,0.52500000000000002,0.70000000000000007,0.99999999999999922,,2c8dc62a7360a8112d1ad2281f0b8b49118aed8f1e380b541cc8b8ecf62ae27a,6.0357630737125874,0.5,True,True,0,,1.0664810866732732,1.118204868871189,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
12,2021-01-13,2021-01-14,bull,0.047977379608476797,0.023965001800134056,0.5,0.023133072015427136,BTC,0.050000000000000003,True,0,5,12,0.033564446282351001,0.52313307201542714,0.71907870131576035,0.52500000000000002,0.70000000000000007,0.99999999999968681,,0ab0c6c86f0c9f93fbd709b8caf82b47f34138f39c7293135e3ddad0ba327629,6.3487984593957663,0.5,True,True,0,8,1.118204868871189,1.1450026505666058,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,0.023965001800134056,0.5,0.023133072015427136,BTC,0.050000000000000003,True,0,0,12,0.033564446282351001,0.52313307201542714,0.71907870131576035,0.52500000000000002,0.70000000000000007,0.99999999999968681,,ea923698ba28090d3e71cfbe54c2764621929fff4eb698ab7794f6a0943bec24,6.0329997986555099,0.5,True,True,0,,1.118204868871189,1.1450026505666058,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
13,2021-01-14,2021-01-15,bull,-0.059473091737990501,-0.029747910911041675,0.5,0.011713356818826126,BTC,0.050000000000000003,True,0,5,13,-0.04164050627664273,0.51171335681882613,0.70974787545308804,0.52500000000000002,0.70000000000000007,0.99999999999999156,,b0309004f9755fcc4c6174c89ef44d10cbee1a6a4913b58b731d1c9f0d40fdc0,6.3052625562995672,0.5,True,True,0,9,1.1450026505666058,1.1109412137246437,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,-0.029747910911041675,0.5,0.011713356818826126,BTC,0.050000000000000003,True,0,0,13,-0.04164050627664273,0.51171335681882613,0.70974787545308804,0.52500000000000002,0.70000000000000007,0.99999999999999156,,d03d2ee38113d4ab42be05f2ddf54b6d779d59340febf87ce51c724481476360,5.9787689354270697,0.5,True,True,0,,1.1450026505666058,1.1109412137246437,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
14,2021-01-15,2021-01-16,bull,-0.022425893860358599,-0.011228099057899343,0.5,0.015323954407634677,BTC,0.050000000000000003,True,2,5,14,-0.015710953007805339,0.48467604559236532,0.68696811832913085,0.52500000000000002,0.70000000000000007,0.99999999999999956,,e15039befa45e35bc53eef30c9ddff012d199ea04e56621b61f559c4d70ef32b,7.3370717111974955,0.5,True,True,0,10,1.1109412137246437,1.0984674557294405,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,-0.011228099057899343,0.5,0.015323954407634677,BTC,0.050000000000000003,True,0,0,14,-0.015710953007805339,0.48467604559236532,0.68696811832913085,0.52500000000000002,0.70000000000000007,0.99999999999999956,,654a12799bb41563b25609293351df6174c5697064275357e639ece5a642b83c,6.05879339389503,0.5,True,True,0,,1.1109412137246437,1.0984674557294405,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
15,2021-01-16,2021-01-17,bull,-0.0049945168589236996,-0.0025029143213292082,0.5,0.0056700514511022759,BTC,0.050000000000000003,True,0,5,15,-0.0035009296198162954,0.49432994854889772,0.69521545388295114,0.52500000000000002,0.70000000000000007,0.99999999999992994,,93edf3142a9c3f04fddc37bea9d982e3ff9b916112bb6f0795edf4b964e1f621,6.2418585997074842,0.5,True,True,0,4,1.0984674557294405,1.0957180858029811,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,-0.0025029143213292082,0.5,0.0056700514511022759,BTC,0.050000000000000003,True,0,0,15,-0.0035009296198162954,0.49432994854889772,0.69521545388295114,0.52500000000000002,0.70000000000000007,0.99999999999992994,,95fab52e691297f17c928992176d2c862b3d4c90d82a8dffb2100c4450cf3da5,5.8896067142486572,0.5,True,True,0,,1.0984674557294405,1.0957180858029811,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
16,2021-01-17,2021-01-18,bull,0.021585062333284898,0.010791265901864744,0.5,0.001251755170883051,BTC,0.050000000000000003,True,0,5,16,0.015108475201726757,0.49874824482911695,0.69894747165021487,0.52500000000000002,0.70000000000000007,0.99999999999232003,,6ad2409978254d2c6ef84471b34d44f2a2d758dd551146643b627fe80bce0f29,6.9292714800685644,0.5,True,True,0,5,1.0957180858029811,1.1075422710203633,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,0.010791265901864744,0.5,0.001251755170883051,BTC,0.050000000000000003,True,0,0,16,0.015108475201726757,0.49874824482911695,0.69894747165021487,0.52500000000000002,0.70000000000000007,0.99999999999232003,,313a55c0dfcad4e91cb0ac6f2fcc465edb9418a4a3ba5862b393ad5219244a0d,5.9320013206452131,0.5,True,True,0,,1.0957180858029811,1.1075422710203633,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
17,2021-01-18,2021-01-19,bull,-0.0166688516709819,-0.0083397199889824192,0.5,0.0053386480577700679,BTC,0.050000000000000003,True,0,5,17,-0.011672609459644323,0.50533864805777007,0.70446539303902678,0.52500000000000002,0.70000000000000007,0.99999999996670963,,4676a2caf2cf5abe78f10e873331ca08dbeffa31eaa315c88ac2c14537e70d5d,6.3370144478976727,0.5,True,True,0,16,1.1075422710203633,1.0983056786040917,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,-0.0083397199889824192,0.5,0.0053386480577700679,BTC,0.050000000000000003,True,0,0,17,-0.011672609459644323,0.50533864805777007,0.70446539303902678,0.52500000000000002,0.70000000000000007,0.99999999996670963,,9be805bf302dcd87e0c9246cd1038948621ad2f7e905e75ef4d15b4f1440834f,5.7640034053474665,0.5,True,True,0,,1.1075422710203633,1.0983056786040917,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
18,2021-01-19,2021-01-20,bull,-0.0146265995239271,-0.0073174712658942154,0.5,0.0042022361432244026,BTC,0.050000000000000003,True,0,5,18,-0.010242125188852702,0.4957977638567756,0.69645821490582416,0.52500000000000002,0.70000000000000007,0.99999999995576683,,6d7e71fd910de1a1a19789330c3117ad548e2f27b4c35a1d29402bc5b8466993,6.3897210471332073,0.5,True,True,0,17,1.0983056786040917,1.0902688583597377,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,-0.0073174712658942154,0.5,0.0042022361432244026,BTC,0.050000000000000003,True,0,0,18,-0.010242125188852702,0.4957977638567756,0.69645821490582416,0.52500000000000002,0.70000000000000007,0.99999999995576683,,913698f16a2ccbd9c8fc1c977ff0892f519239cfe52a0f0ecfc58a840eb17734,6.0201736036688089,0.5,True,True,0,,1.0983056786040917,1.0902688583597377,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
19,2021-01-20,2021-01-21,bull,-0.13062805309460129,-0.065317469546338325,0.5,0.0036835890720656739,BTC,0.050000000000000003,True,0,5,19,-0.091442456756129387,0.49631641092793433,0.69689663997701101,0.52500000000000002,0.70000000000000007,0.99999999945296725,,777a4f0abbf379a7cc24c96188ee5e2615a51d50f7dad5659c710c642bd4b1c8,6.3562561552971601,0.5,True,True,0,4,1.0902688583597377,1.0190552554065044,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5,-0.065317469546338325,0.5,0.0036835890720656739,BTC,0.050000000000000003,True,0,0,19,-0.091442456756129387,0.49631641092793433,0.69689663997701101,0.52500000000000002,0.70000000000000007,0.99999999945296725,,ec1452e765dfa04770781a578aa4f2febce672af9ea60eb374206e157f25d331,6.0441951118409634,0.5,True,True,0,,1.0902688583597377,1.0190552554065044,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
20,2021-01-21,2021-01-22,bull,0.0699822645020928,0.031476483746766704,0.45000000000000001,0.015060978551955373,ABSTAIN,0.050000000000000003,True,0,5,20,0.031265289551043463,0.46506097855195538,0.66980729924833304,0.5,0.45000000000000001,0.5,,3162be9be52f87c479cd02207b065cfe30cc6cc0d8e05cb26388d7fe25bd32d9,6.2545535676181316,0.5,False,True,0,5,1.0190552554065044,1.0511315315903644,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001,0.031476483746766704,0.45000000000000001,0.015060978551955373,BTC,0.050000000000000003,True,0,0,20,0.031265289551043463,0.46506097855195538,0.66980729924833304,0.52500000000000002,0.45000000000000001,0.99999999959248043,,50b799269358518643432cdfedd2a245a502165bb88ee888d406eecd7836b658,5.390012988820672,0.5,False,True,0,,1.0190552554065044,1.0511315315903644,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001
21,2021-01-22,2021-01-23,bull,-0.027623823881456299,-0.012447303815139477,0.45000000000000001,0.016791802694338054,ABSTAIN,0.050000000000000003,True,0,5,21,-0.012447303815139477,0.46679180269433806,0.46679180269433806,0.5,0.45000000000000001,0.5,,7defc91c05b86d9fab6f95220ec37749e964b4b77ae4e5ced8624b0de93d8315,6.3243978172540665,0.5,False,True,0,5,1.0511315315903644,1.0380477780669863,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001,-0.012447303815139477,0.45000000000000001,0.016791802694338054,BTC,0.050000000000000003,True,0,0,21,-0.012447303815139477,0.46679180269433806,0.46679180269433806,0.52500000000000002,0.45000000000000001,0.99998800005799804,,adafa78a5e2fdcf9b9a0483c392494d8d0cb280ef846b3726568e709b55b5d7c,5.6995734572410583,0.5,False,True,0,,1.0511315315903644,1.0380477780669863,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001
22,2021-01-23,2021-01-24,bull,0.0047493058347277996,0.0021302498762614253,0.45000000000000001,0.006922953715034097,ABSTAIN,0.050000000000000003,True,0,5,22,0.0021302498762614253,0.44307704628496591,0.44307704628496591,0.5,0.45000000000000001,0.5,,328aef52b42242753b1b80102cdab0b69da3b3fe04aa4681c18b19a12b08afcd,6.2947161495685577,0.5,False,True,0,6,1.0380477780669863,1.0402590792177671,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001,0.0021302498762614253,0.45000000000000001,0.006922953715034097,BTC,0.050000000000000003,True,0,0,22,0.0021302498762614253,0.44307704628496591,0.44307704628496591,0.52500000000000002,0.45000000000000001,0.99998923125743244,,6f28d3e9a84d8e8cd837eed9e587cd8870bcb9b74128e24f103b5d9c3df93983,6.0300277434289455,0.5,False,True,0,,1.0380477780669863,1.0402590792177671,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001
23,2021-01-24,2021-01-25,bull,0.00034117730984779999,0.0001523566629617612,0.45000000000000001,0.0011729463875900792,BTC,0.050000000000000003,True,1,5,23,0.0001523566629617612,0.45117294638759009,0.45117294638759009,0.52500000000000002,0.45000000000000001,0.99994054763358442,,61bc4d5ac334e522c1360ffe9ab9b19399c02d9979db91a67eb6e1b2a9a9ee17,7.5530209094285965,0.5,False,True,0,6,1.0402590792177671,1.0404175696196925,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001,0.0001523566629617612,0.45000000000000001,0.0011729463875900792,BTC,0.050000000000000003,True,0,0,23,0.0001523566629617612,0.45117294638759009,0.45117294638759009,0.52500000000000002,0.45000000000000001,0.99994054763358442,,4088250e18fbcae6d6a3bb7d24348cf2e5ca3df0cec777cdd486ce11d49d1eae,5.9878556653857231,0.5,False,True,0,,1.0402590792177671,1.0404175696196925,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001
24,2021-01-25,2021-01-26,bull,0.0077451840643922003,0.0034852481062934704,0.45000000000000001,8.442842190947708e-05,BTC,0.050000000000000003,True,0,5,24,0.0034852481062934704,0.45008442842190949,0.45008442842190949,0.52500000000000002,0.45000000000000001,0.99975597394498839,,bc422cf2cd9a61fd25b041d75754019d0ef8ea4ad0b30174e724511e771ba14f,6.4998998437076807,0.5,False,True,0,7,1.0404175696196925,1.0440436829839639,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001,0.0034852481062934704,0.45000000000000001,8.442842190947708e-05,BTC,0.050000000000000003,True,0,0,24,0.0034852481062934704,0.45008442842190949,0.45008442842190949,0.52500000000000002,0.45000000000000001,0.99975597394498839,,c32c61694d71756269909a9b2ebd965e712e3ff6a5d0c6873ab21f6b08e7b89b,5.3585832901299,0.5,False,True,0,,1.0404175696196925,1.0440436829839639,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001
25,2021-01-26,2021-01-27,bull,-0.064552751976026099,-0.029050593173241213,0.45000000000000001,0.0019102751113789784,BTC,0.050000000000000003,True,0,5,25,-0.029050593173241213,0.45191027511137899,0.45191027511137899,0.52500000000000002,0.45000000000000001,0.99955673288273195,,b5c8a09985b7fcbca0e428747b2f249e30e3e01e7bb221dc90b66374338eb2b5,6.393249299377203,0.5,False,True,0,4,1.0440436829839639,1.0137135946945044,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001,-0.029050593173241213,0.45000000000000001,0.0019102751113789784,BTC,0.050000000000000003,True,0,0,25,-0.029050593173241213,0.45191027511137899,0.45191027511137899,0.52500000000000002,0.45000000000000001,0.99955673288273195,,8cb53f1d26429cb42a5d5de22673bf1ef4032dc0c9dd8aa65c13213d07009443,5.6847684290260077,0.5,False,True,0,,1.0440436829839639,1.0137135946945044,0.52500000000000002,0.45000000000000001,0.47499999999999998,0.45000000000000001,0.5,0.45000000000000001
